name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2023-09-01T00:00:00,19,19,16,82.75,0,0,,0,0,17.6,20.3,335,1018,27.5,10,,,,,Partially cloudy,partly-cloudy-night,"08536099999,LPPT"
Lisbon,2023-09-01T01:00:00,18.2,18.2,16,86.98,0,0,,0,0,17.3,14.1,342,1017.5,23.2,11.6,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T02:00:00,18.2,18.2,16,87.24,0,0,,0,0,16.2,18.1,336,1017,27.5,10,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T03:00:00,18.2,18.2,16,87.24,0,0,,0,0,15.5,16.2,340,1017,27.5,10,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T04:00:00,18,18,15.9,87.75,0,0,,0,0,14,12.1,352,1016.5,23.2,11.6,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T05:00:00,18,18,16,88.1,0,0,,0,0,13.7,14,335,1016,27.5,10,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T06:00:00,18,18,16,88.1,0,0,,0,0,14.8,12.9,334,1016.4,50,10,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T07:00:00,18,18,16,87.84,0,0,,0,0,15.1,10.3,340,1017,41.6,11.6,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T08:00:00,18.6,18.6,16,85.3,0,0,,0,0,15.1,12.2,343,1017,64,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T09:00:00,20.4,20.4,16,76.22,0,0,,0,0,18,12.6,346,1017,47,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T10:00:00,21.1,21.1,16,72.61,0,0,,0,0,35.3,14.4,334,1017.9,46.6,11.6,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T11:00:00,23,23,15.6,63.22,0,0,,0,0,20.2,14.9,354,1017.4,38.1,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T12:00:00,24.6,24.6,14.8,54.52,0,0,,0,0,20.2,16.9,332,1017,28,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T13:00:00,25.5,25.5,14.2,49.66,0,0,,0,0,17.3,15,325,1016.5,30.2,11.6,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T14:00:00,25.7,25.7,13.7,47.47,0,0,,0,0,19.1,17.6,324,1016,27.6,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T15:00:00,25.7,25.7,13.8,47.93,0,0,,0,0,23.4,17.7,316,1015.8,28,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T16:00:00,24.8,24.8,14.2,51.9,0,0,,0,0,26.6,21.8,322,1015.5,33.6,11.6,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T17:00:00,24.2,24.2,14.6,55.07,0,0,,0,0,27,22.9,325,1015,28,10,,,,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,08536099999,LPPT"
Lisbon,2023-09-01T18:00:00,22.7,22.7,15.4,63.38,0,0,,0,0,26.6,19.3,326,1015,31,10,,,,,Partially cloudy,partly-cloudy-day,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T19:00:00,22.2,22.2,15.9,67.64,0,0,,0,0,25.2,15.5,313,1015,37.3,11.6,,,,,Partially cloudy,partly-cloudy-day,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T20:00:00,21.2,21.2,16,72.41,0,0,,0,0,25.2,14.5,313,1014.8,31,10,,,,,Partially cloudy,partly-cloudy-day,"08534099999,08536099999,LPPT"
Lisbon,2023-09-01T21:00:00,20.7,20.7,16,74.31,0,0,,0,0,20.2,13.2,309,1015.4,31,10,,,,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
