"datetime","temp","dew","humidity","windgust","windspeed","winddir","sealevelpressure","cloudcover","solarradiation","solarenergy","conditions","stations"
"2023-03-06T07:00:00",13,12.2,94.62,16.6,16.9,210,1012,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-06T08:00:00",13,12.2,94.59,20.2,10.8,208,1012,83.1,20,0.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T09:00:00",14,13.1,94.32,20.2,15.7,181,1012.2,91.1,98,0.4,"Rain, Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T10:00:00",14.1,13,92.78,20.2,20.3,180,1012,83.1,235,0.8,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T11:00:00",13.2,13,99.02,23,18.4,160,1012,89.2,245,0.9,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T12:00:00",14.1,13.1,93.45,16.9,17.7,160,1012,91.1,258,0.9,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T13:00:00",14.2,13.2,93.71,31.3,19.7,159,1011,89.2,345,1.2,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T14:00:00",14.2,14.2,99.75,32,18,162,1010,90.7,185,0.7,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T15:00:00",15.1,15,99.58,32.4,23.1,200,1009.1,91.1,106,0.4,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T16:00:00",16,14.3,89.88,37.8,21.6,259,1009,89.2,134,0.5,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T17:00:00",15,13.3,89.59,36.4,17.2,277,1009,89.2,141,0.5,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-06T18:00:00",14.9,12.2,83.89,25.9,18.3,260,1010,54.7,63,0.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-06T19:00:00",14,12.2,88.66,26.6,16.6,262,1010,50,10,0,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-06T20:00:00",13.2,12.2,93.66,22.3,12.7,252,1011,46.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-06T21:00:00",13.1,11.2,88.49,22.7,14.7,255,1012,48.4,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-06T22:00:00",13,11.2,88.58,24.5,10.9,260,1012,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-06T23:00:00",12.2,11.2,93.61,25.6,7.8,258,1012,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T00:00:00",12.1,11.2,94.1,17.3,8.8,230,1012.1,32.6,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T01:00:00",12.2,11.3,94.59,18,9.1,228,1012,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T02:00:00",11.3,11.3,100,15.8,6,222,1012.8,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T03:00:00",12.1,11.2,94.49,13.3,7.5,227,1012.1,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T04:00:00",11.2,10.3,94.55,11.5,9.4,217,1012,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T05:00:00",9.5,9.5,100,9.4,5.1,200,1012,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T06:00:00",9.5,9.4,99.79,7.9,2,210,1012.1,35.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T07:00:00",9.5,9.5,100,7.9,1.2,46,1013,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T08:00:00",11,11,100,5.8,5.3,209,1013,31,27,0.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T09:00:00",13.9,13.1,95.07,7.2,8.8,299,1014.1,48.1,215,0.8,"Rain, Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T10:00:00",15.2,12.9,86.56,12.2,15.3,212,1014,49.2,292,1.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T11:00:00",16.2,12.2,77.19,18.4,15.6,222,1014,49.2,490,1.8,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T12:00:00",17.2,13,76.71,24.5,17.1,229,1014.1,81.6,660,2.4,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T13:00:00",18,13,72.58,25.9,22.3,210,1014,89,740,2.7,"Partially cloudy","D7126,08536099999,LPPT"
"2023-03-07T14:00:00",17.2,14,81.53,28.1,23.2,212,1013,81.6,575,2.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T15:00:00",16.3,14,86.43,31,22.6,212,1013.1,89.6,344,1.2,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T16:00:00",16.2,15,92.89,33.5,20,198,1013,90.7,277,1,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T17:00:00",16,15.2,94.94,29.2,23.1,196,1013,90.7,122,0.4,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-07T18:00:00",16,16,99.8,21.6,21.6,188,1012.1,90.7,38,0.1,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-07T19:00:00",16,16,100,24.5,24.4,198,1012,90.7,5,0,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-07T20:00:00",16,15.2,94.74,34.2,23.2,228,1013,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-07T21:00:00",16,16,100,31,20.8,220,1013.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-07T22:00:00",16,15.2,94.74,31.3,16.6,217,1013,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-07T23:00:00",15.2,15.2,100,32.4,22.6,218,1013,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-08T00:00:00",15.1,15.1,99.8,26.6,21.1,227,1013.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T01:00:00",14.2,14.2,100,32,21.7,240,1013,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-08T02:00:00",14.2,14.2,100,33.1,22,242,1013,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-08T03:00:00",14,14,99.9,32.8,18.9,230,1013.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T04:00:00",14,14,100,25.2,19,218,1013,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T05:00:00",14.2,14.2,100,24.8,19,218,1013,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-08T06:00:00",15,15,100,24.5,20.2,217,1013.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T07:00:00",15,14.2,94.71,25.2,19.6,217,1013,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T08:00:00",15.2,15,98.79,29.9,24.3,208,1013,90.7,30,0.1,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T09:00:00",16,15,93.84,34.6,22.7,209,1014,91.1,117,0.4,"Rain, Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T10:00:00",16.2,15,92.66,45.4,24.4,208,1014,90.7,188,0.7,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T11:00:00",16.3,14.9,91.11,48.2,27.9,211,1014.8,90.7,225,0.8,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T12:00:00",17.2,14.9,86.21,41,27.2,209,1014.2,91.1,161,0.6,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T13:00:00",17.3,14.9,85.72,46.4,33,202,1014.8,90.7,149,0.5,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T14:00:00",17.4,14.9,84.91,49.7,33.7,211,1014,89.2,194,0.7,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T15:00:00",17.1,15,87.03,49.3,26.7,211,1014,91.1,154,0.6,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T16:00:00",16.3,15,92,49.7,24,211,1014,90.7,179,0.6,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T17:00:00",16.2,16,98.8,40,25.2,210,1014,90.7,61,0.2,"Overcast","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-08T18:00:00",16.2,16,98.9,32,25.2,210,1014,90.7,31,0.1,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-08T19:00:00",16.2,16,99,32.4,28.4,220,1014,90.7,5,0,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-08T20:00:00",16.2,16.2,100,29.9,26.9,210,1014,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T21:00:00",16.2,16.1,99.5,32.8,27.3,210,1014.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T22:00:00",16.2,16.2,100,32,30.5,218,1014,98.4,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-08T23:00:00",16.2,16.2,100,37.1,30.5,208,1014,98.4,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-09T00:00:00",16.1,16.1,100,43.6,35.8,218,1013.2,100,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-09T01:00:00",16,16,100,43.9,35.6,230,1014,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T02:00:00",16,15.2,94.74,43.9,30.5,238,1014,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T03:00:00",16,15.2,94.74,39.2,24.7,237,1013.1,57.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T04:00:00",16,15.2,94.74,37.8,22,238,1013.2,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T05:00:00",16,15.2,94.74,30.6,22.4,230,1014,57.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T06:00:00",16,15.2,94.74,30.2,21.1,237,1014.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-09T07:00:00",16,15.2,94.74,31,21.4,230,1014.2,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T08:00:00",16,15.2,94.71,39.6,20.1,239,1015,89.2,20,0.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T09:00:00",16.9,16,94.31,34.6,21.8,238,1016,89.2,64,0.2,"Rain, Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T10:00:00",17,15.2,89.09,37.1,23.6,250,1017,89.2,205,0.7,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T11:00:00",17.2,15.2,88.03,37.8,31.3,241,1017,83.1,337,1.2,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T12:00:00",17.9,15,83.15,40.7,26.2,247,1018.2,84.7,348,1.3,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T13:00:00",18.9,15.2,78.75,42.8,22.6,259,1019,83.1,348,1.3,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T14:00:00",19,14,72.94,42.8,24.3,267,1019,50,497,1.8,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T15:00:00",19,13.3,69.53,37.8,21.5,257,1019,80.5,354,1.3,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T16:00:00",18,14.2,78.42,31.3,16.2,277,1019,80.1,271,1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T17:00:00",17.1,14.2,82.73,31.3,17.7,275,1020,83.1,176,0.6,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-09T18:00:00",16.9,14.1,83.18,19.8,14.7,277,1020,50,90,0.3,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-09T19:00:00",15.9,14,88.81,19.4,14.2,268,1020,31,10,0,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-09T20:00:00",15,14.2,94.71,15.8,9.4,274,1021,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T21:00:00",15,14.1,94.32,14.8,11.1,265,1021.1,29.5,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T22:00:00",15,13.3,89.66,14,10.9,264,1022,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-09T23:00:00",14.2,13.3,94.67,13.3,7.8,248,1022.8,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T00:00:00",14.1,13.3,95.06,13.3,9.6,240,1023,84.4,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T01:00:00",14.2,13.3,94.67,12.6,7.8,247,1023,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T02:00:00",14.2,14.2,100,11.9,7.8,238,1023,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-10T03:00:00",14.2,14.2,100,9,2,220,1023,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-10T04:00:00",15,14.2,94.71,9,10.3,200,1023,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T05:00:00",14.2,14.2,100,7.9,7.2,225,1023,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T06:00:00",14.1,14.1,100,6.5,11.1,243,1023.1,87.6,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T07:00:00",14,13.2,94.66,7.9,7.8,223,1023.8,50,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T08:00:00",13.9,13.1,94.62,10.1,8.9,234,1024,28,34,0.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T09:00:00",15.1,13.1,88.1,13.7,11,228,1024.1,31.4,138,0.5,"Rain, Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T10:00:00",16.2,13,81.39,19.1,14.6,228,1025,50,307,1.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T11:00:00",17.2,13,76.58,22.7,19.5,214,1025,50,334,1.2,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T12:00:00",17.2,13,76.41,25.2,19.7,226,1026,82,415,1.5,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T13:00:00",17.3,13,75.85,26.3,16.8,223,1026,81.6,422,1.5,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T14:00:00",17.2,13,76.58,25.9,20,225,1025,81.6,486,1.7,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T15:00:00",17.9,12.9,72.28,25.2,17.7,240,1025,33.7,521,1.9,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T16:00:00",17,13.9,81.9,23.4,16.2,233,1025,83.1,273,1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T17:00:00",16,13.9,87.07,22.3,13.9,227,1025,57.6,156,0.6,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-10T18:00:00",15.2,13.9,92.33,18.7,17.2,213,1025,89.2,73,0.3,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-10T19:00:00",15.2,14,92.8,18.4,15.4,238,1025,90.7,13,0,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-10T20:00:00",15,15,100,14,12.7,230,1026,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T21:00:00",15,15,100,13.3,15,223,1026.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-10T22:00:00",15,15,100,12.6,15.7,230,1026,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-10T23:00:00",15,15,100,11.5,15.7,230,1026,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T00:00:00",15,15,100,12.2,13.7,225,1026.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-11T01:00:00",15,15,100,11.9,10.6,237,1026,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-11T02:00:00",15.2,15.2,100,11.5,7.8,255,1026,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-11T03:00:00",15.9,15.9,99.8,10.4,8.4,272,1025.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-11T04:00:00",15.9,15,94.74,10.4,7.8,258,1025,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T05:00:00",15.9,15,94.74,10.8,1.2,330,1025,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T06:00:00",15.9,15.1,94.55,13.3,2,230,1025,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-11T07:00:00",15,15,100,13.3,7.6,222,1025,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T08:00:00",16,15.2,94.74,11.5,0.8,322,1025.8,89.2,30,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T09:00:00",16,16,99.8,11.2,7.5,210,1026,90.7,95,0.3,"Rain, Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-11T10:00:00",17,16.2,94.78,17.3,10.6,232,1026,90.7,157,0.6,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-11T11:00:00",18.7,16.2,85.24,18.4,11.7,225,1026,90.7,221,0.8,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-11T12:00:00",19.9,15.3,74.93,16.6,14.1,233,1026,89.2,359,1.3,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T13:00:00",20,13.5,66.07,23,14.8,277,1026,89.2,340,1.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T14:00:00",19.9,13.3,66.04,23,16.3,285,1025,89.2,365,1.3,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T15:00:00",19.9,14.1,69.33,23.4,17.7,311,1025,89.2,287,1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T16:00:00",19,14.2,73.51,23.4,14.5,294,1025,89.2,230,0.8,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T17:00:00",19,14.9,76.84,22,11.7,300,1025,89.2,132,0.5,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T18:00:00",18.1,14.9,81.65,12.2,12.6,300,1025,89.2,54,0.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T19:00:00",17.2,15,87.14,12.6,10.3,300,1025,89.2,10,0,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-11T20:00:00",16.2,15,92.86,9,5.7,295,1025,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T21:00:00",15.9,15,93.98,6.1,7.5,316,1025.1,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T22:00:00",15,14.2,94.71,5.8,5.1,300,1025,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-11T23:00:00",15,14.2,94.71,4.3,7.2,315,1025,79.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-12T00:00:00",14.2,14.2,100,5.8,1.1,338,1025,29.5,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-12T01:00:00",13,13,100,5.8,5.1,280,1024.8,30,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-12T02:00:00",13.9,13.9,100,5.8,6.7,290,1024.8,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-12T03:00:00",13.5,13.5,100,5,9.1,324,1024,10,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-03-12T04:00:00",13.4,12.5,94.64,4.3,8.2,282,1023.8,30,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-12T05:00:00",13.4,12.5,94.64,5.4,6.7,310,1023,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-12T06:00:00",11.6,11.6,99.79,2.5,2.1,90,1023.1,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-03-12T07:00:00",10.9,10,94.53,2.9,0.8,32,1023,13.6,12,0,"Clear","08534099999,D7126,08536099999,LPPT"
"2023-03-12T08:00:00",12,11.2,94.58,2.9,0.3,0,1023,27.5,54,0.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T09:00:00",13,12.2,94.62,3.6,1.1,5,1023,27.5,171,0.6,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T10:00:00",13,13,100,3.6,3.9,360,1023,50,327,1.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T11:00:00",16.5,13.2,80.48,6.1,8.7,69,1023,31,576,2.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T12:00:00",17,13.6,80.54,7.9,10.5,98,1022.1,32.6,742,2.7,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T13:00:00",17.9,12.3,70.08,6.5,10.6,75,1022,27.9,742,2.7,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T14:00:00",20,11.2,56.75,4.3,9.4,300,1021,27.9,750,2.7,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T15:00:00",19.9,13,64.7,10.8,6,300,1020,27.5,547,2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T16:00:00",19.7,12.3,62.46,15.5,7.2,270,1020,27.5,478,1.7,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T17:00:00",19.5,13.2,66.65,17.3,12.3,268,1019.8,27.5,297,1.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T18:00:00",17.6,12.2,71.05,15.8,12.2,267,1020,32.6,111,0.4,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-12T19:00:00",16.5,12.3,76.16,15.5,8.4,267,1020,100,17,0.1,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-03-12T20:00:00",15.7,11.3,75.24,13.7,9.6,306,1020,100,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-12T21:00:00",14.7,11.6,81.96,10.8,5.6,220,1020.1,30,0,0,"Partially cloudy","08534099999,08536099999"
"2023-03-12T22:00:00",14,11.3,83.86,10.1,1.2,322,1020,100,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-12T23:00:00",13.9,11.3,84.72,10.4,5.4,259,1019,100,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-03-13T00:00:00",12.8,10.6,86.58,9,3.3,220,1019.1,30,0,0,"Partially cloudy","08534099999,08536099999"
"2023-03-13T01:00:00",13.9,10.5,80.11,9.7,7.2,272,1019,22,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T02:00:00",13.7,11.2,84.71,10.1,11.8,261,1019,24.1,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T03:00:00",13.8,11.2,84.71,11.5,12.7,241,1019,30,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T04:00:00",13.7,11.2,84.71,13.7,13.3,249,1018,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T05:00:00",12.9,12,94.62,14.8,10.3,264,1018,37.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T06:00:00",13.8,12.9,94.66,14.4,13.6,259,1019,82.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T07:00:00",13.9,13,94.66,17.3,11.8,251,1018,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T08:00:00",15,13.3,89.81,15.5,9,236,1019,89.2,26,0.1,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T09:00:00",15.1,14.3,94.67,14.8,8.3,230,1019.1,89.6,173,0.6,"Rain, Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T10:00:00",16.8,15.1,89.73,26.6,16,266,1020,87.7,421,1.5,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T11:00:00",18.1,12.7,70.58,28.8,20.1,269,1020,50,459,1.7,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T12:00:00",18,10.6,61.71,32.4,22.1,275,1021,34.4,720,2.6,"Rain, Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T13:00:00",18.1,11.9,67,34.9,20.9,284,1021,80.1,692,2.5,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T14:00:00",17.5,12,70.54,32.8,21,300,1021,50,750,2.7,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T15:00:00",17.4,11.1,66.66,33.5,22.3,300,1021,54.5,623,2.2,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T16:00:00",17.3,10.9,65.99,33.1,18.6,300,1021,50,358,1.3,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T17:00:00",17.2,11,67.3,28.1,17.5,292,1021,47,371,1.3,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-03-13T18:00:00",16.1,10,67.02,25.6,17.4,290,1021.1,29.5,151,0.5,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-13T19:00:00",15.2,10.9,75.44,25.9,13.8,292,1022,27.9,34,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-03-13T20:00:00",14.2,11.9,85.97,23.4,11.4,303,1022.8,30,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T21:00:00",14.1,11,81.55,18.4,9.6,318,1023,24.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T22:00:00",13.2,11,86.77,15.1,9.9,317,1023,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-13T23:00:00",13.2,11,86.77,13.3,7.8,310,1024,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-14T00:00:00",13.1,11,87.12,9.7,4.2,310,1024,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-14T01:00:00",12.2,11,92.64,10.4,7.6,282,1024,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-14T02:00:00",12.2,11,92.64,9.7,9.4,283,1024,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-03-14T03:00:00",12.1,10.1,87.76,8.6,5.7,302,1024.1,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
