"datetime","temp","dew","humidity","windgust","windspeed","winddir","sealevelpressure","cloudcover","solarradiation","solarenergy","conditions","stations"
"2023-01-01T00:00:00",17,15,87.75,27,22.5,185,1020.1,37.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T01:00:00",17,14.9,87.13,29.2,22.3,178,1020,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T02:00:00",16.2,14.9,91.92,31,22.6,178,1019,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T03:00:00",17.1,14.8,86.35,34.2,22.8,177,1019,37.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T04:00:00",17.2,14,81.69,34.9,26.2,178,1018.8,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T05:00:00",17,14.9,87.13,35.6,25.9,178,1018,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T06:00:00",17.1,14.7,86,35.6,26.4,180,1018.1,32.6,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T07:00:00",17.2,14.7,85.4,36.4,23.2,178,1018,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T08:00:00",17.2,14.9,86.27,36.4,23.5,170,1018,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T09:00:00",17.1,15.9,92.91,37.4,24.3,178,1018.1,37.3,12,0,"Rain, Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T10:00:00",18,16,88.1,42.8,24.4,188,1018,27.9,26,0.1,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T11:00:00",18.2,16,87.24,55.8,32.6,198,1018,79.7,54,0.2,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T12:00:00",18.1,16.1,87.84,51.5,36.7,190,1018,90.7,73,0.3,"Overcast","08534099999,08536099999,LPPT"
"2023-01-01T13:00:00",18,17,93.88,49.7,35.3,190,1017,89.2,49,0.2,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T14:00:00",18.2,16.3,89,64.8,38.9,200,1016,89.2,53,0.2,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T15:00:00",15,14,93.46,47.2,32.7,222,1016.1,57.9,34,0.1,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T16:00:00",15.2,15.2,100,54.4,26.9,228,1016,89.2,5,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T17:00:00",15.2,14.3,94.71,57.2,22.3,282,1016.8,56.3,6,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T18:00:00",14.1,13.2,94.38,30.2,15.7,297,1018,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T19:00:00",13.2,12.2,93.66,19.4,10.2,310,1019,50,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T20:00:00",13.2,12.2,93.66,12.2,9.6,270,1020,46.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T21:00:00",12.3,12.1,98.87,15.8,10.2,292,1021.1,35.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T22:00:00",12,11.2,94.58,15.8,7.2,302,1022,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-01T23:00:00",11.7,10.9,94.57,16.2,5.1,300,1022,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T00:00:00",10.9,10,94.34,9.7,8.8,344,1022.1,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T01:00:00",10.9,10,94.53,7.9,7.6,316,1022,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T02:00:00",9.9,9,94.49,7.2,3.3,353.5,1022.8,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T03:00:00",9.2,9.2,100,7.6,5.9,295,1024,43.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T04:00:00",10.9,9.2,89.33,8.3,8.5,300,1024,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T05:00:00",9,8.2,94.46,8.6,8.2,280,1024,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T06:00:00",8.8,7.9,94.45,9,2,80,1025,24.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T07:00:00",8.7,7.9,94.44,7.9,5.1,272,1025,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T08:00:00",8.7,8.7,100,7.6,3.6,306,1025.2,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T09:00:00",8.9,8,94.45,7.6,5.7,26,1026.1,32.6,32,0.1,"Rain, Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T10:00:00",11,9.3,89.35,7.9,5.1,360,1027,27.9,134,0.5,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T11:00:00",12,9.5,84.52,7.6,10.3,338,1027,27.9,254,0.9,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T12:00:00",13.9,9.2,73.14,8.3,8.8,17,1027.1,29.5,361,1.3,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T13:00:00",14,9.7,75.24,25.9,7.8,50,1027,27.9,428,1.5,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T14:00:00",13.3,9.7,78.67,16.6,8.1,85,1027,46.9,410,1.5,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T15:00:00",14.2,9.6,74.09,17.3,8.1,74,1027,27.9,370,1.3,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T16:00:00",14.2,8.9,70.37,19.4,4.2,30,1027,46.9,252,0.9,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T17:00:00",13,8.2,72.43,20.5,8.7,342,1027,27.9,102,0.4,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T18:00:00",12,7.1,71.86,19.4,11.1,333,1028,27.9,5,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T19:00:00",11,7,76.36,14,10.9,333,1028,30,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-02T20:00:00",11,7.2,77.18,11.2,10.9,332,1028,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-02T21:00:00",10.9,7.1,77.58,9.4,10.1,326,1029,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-02T22:00:00",10.9,7.2,77.99,7.9,10.6,325,1029,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-02T23:00:00",9.9,7.2,83.37,7.6,5.4,333,1029.8,27.5,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T00:00:00",8.7,7,89.07,7.2,5.9,326,1030,23.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T01:00:00",9.5,7,84.24,6.1,9.1,316,1030,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T02:00:00",8.9,7.2,89.17,5.4,9.1,318,1029.8,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T03:00:00",8.7,7,88.97,5.8,4.2,30,1030,10,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-03T04:00:00",7.9,6.2,89.09,5.8,8.5,349,1030,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T05:00:00",7.7,6,89.08,5.8,7.8,340,1029.8,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T06:00:00",6.7,5.9,94.36,6.5,4.6,90,1030,24.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T07:00:00",7.5,5.9,89.07,7.9,5.1,355,1030.8,27.5,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T08:00:00",7.3,5.7,89.21,7.6,7.3,359,1031,27.6,0,0,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T09:00:00",8.3,6.7,89.25,7.2,4.1,68,1032,24.2,46,0.2,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T10:00:00",11,7.6,79.17,7.6,2.5,43,1032.4,25.4,203,0.7,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T11:00:00",11.8,8.2,78.58,9,3.7,60,1033.2,25.4,318,1.1,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T12:00:00",12.9,7.9,71.76,27.7,9.1,66,1033,24.2,428,1.5,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T13:00:00",13,7.8,70.57,12.6,6.4,24,1032,28,478,1.7,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T14:00:00",14,8.8,70.58,13.7,8.4,64,1031,28,460,1.7,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T15:00:00",14.1,8.7,69.89,15.1,8.5,20,1031.1,24.2,383,1.4,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T16:00:00",14.2,8,66.49,19.1,14.3,14,1031,27.6,259,0.9,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T17:00:00",13,8.2,72.4,20.5,11.8,8,1031,4.3,106,0.4,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-03T18:00:00",11.2,7.2,76.3,20.2,12.4,353,1032,30,5,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T19:00:00",10.9,7.2,77.99,15.8,12.1,343,1032,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-03T20:00:00",10.9,7,77.16,14,13.3,335,1032,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-03T21:00:00",9.9,7.2,82.94,12.2,11.4,354,1033,30,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-03T22:00:00",8.7,6.2,84.14,11.5,10.6,358,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-03T23:00:00",8.7,5.2,78.51,10.8,9.6,346,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T00:00:00",8.7,5.3,79.2,10.1,9.8,346,1033,10,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T01:00:00",7.9,5.3,84.04,13.3,9.6,341,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T02:00:00",7.7,4.3,79.23,14.8,8.4,339,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T03:00:00",7.2,4.4,81.97,15.5,11.4,30,1033.1,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T04:00:00",6.2,6.2,100,15.8,8.7,13,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T05:00:00",7.2,5.3,88.07,16.6,10.8,22,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T06:00:00",7,5.2,88.34,17.3,7.4,38,1033,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T07:00:00",6.2,5.2,93.31,20.9,8.7,20,1033,3.2,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T08:00:00",6.6,5,89.39,21.2,13.7,47,1033,0,0,0,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T09:00:00",7.7,5.8,88.29,22,11,27,1034,0,51,0.2,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T10:00:00",9.7,6.1,77.96,22.7,11.2,55,1034,0,206,0.7,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T11:00:00",10.8,7,77.51,22.3,17.1,49,1034,0,346,1.2,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T12:00:00",12,8,76.9,22.3,14.1,56,1034,10,443,1.6,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T13:00:00",13.1,9,76.3,23.8,14.6,64,1033,3.3,484,1.7,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T14:00:00",14.1,9.1,71.85,23.4,15.2,54,1032,0.6,467,1.7,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T15:00:00",14.1,9.8,75.24,22,12.3,55,1032,10,391,1.4,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T16:00:00",14.2,9.9,75.32,29.5,11.6,62,1031.8,0,266,1,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T17:00:00",14,9.9,76.45,21.2,11.2,44,1031.8,1,111,0.4,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-04T18:00:00",12.9,10.1,83.12,20.9,12.4,35,1032,10,6,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T19:00:00",11,9.2,88.41,18.7,8.1,345,1032,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T20:00:00",10.9,8.2,83.49,17.6,9.6,12,1032,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T21:00:00",10.7,8.1,84.19,16.6,11.1,27,1032,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T22:00:00",9.7,7.2,84.26,15.5,9.6,45,1031.8,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-04T23:00:00",8.9,7.2,89.17,15.5,7.8,22,1031,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T00:00:00",7.9,6.2,88.81,15.5,6.9,23,1031.1,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T01:00:00",7.2,6.3,94.38,15.5,6.3,23,1031,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T02:00:00",8,6,87.19,15.5,5.4,10,1030,0,0,0,"Clear","08536099999,LPPT"
"2023-01-05T03:00:00",8,7.1,94.11,15.1,6.8,47,1030.1,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T04:00:00",6,6,100,15.1,7.6,40,1029,0,0,0,"Clear","08536099999,LPPT"
"2023-01-05T05:00:00",6,6,100,15.5,5.4,40,1029,0,0,0,"Clear","08536099999,LPPT"
"2023-01-05T06:00:00",6.2,5.4,94.13,15.5,9.4,23,1029.1,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T07:00:00",6.2,6.2,100,16.9,6.3,48,1029,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T08:00:00",6,5.2,94.54,16.9,6.1,40,1029,27.6,0,0,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T09:00:00",7.7,6.9,94.51,16.6,8.8,40,1030,2,51,0.2,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T10:00:00",8.9,8,94.41,17.6,8.4,65,1030,0,206,0.7,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T11:00:00",10.2,8.1,87.17,18,11.3,55,1030,0,347,1.2,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T12:00:00",11.1,8.9,86.1,17.6,8.1,53,1029.2,2,444,1.6,"Clear","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T13:00:00",12.2,9,81.06,17.3,7.7,61,1028,27.6,485,1.7,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T14:00:00",14,10.8,81.3,15.5,8,71,1027,27.6,466,1.7,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T15:00:00",14.1,10.9,81.16,14,6.4,57,1027,24.2,391,1.4,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T16:00:00",14,11,81.93,11.9,6.4,56,1027,28,265,1,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T17:00:00",14,11.1,82.54,10.1,5.4,74,1027,30,112,0.4,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-05T18:00:00",11.1,10.2,94.54,7.9,4.2,2,1027,0,6,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T19:00:00",11,10.2,94.54,6.5,5.7,323,1027,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T20:00:00",11.9,10.2,89.41,5.4,10.6,322,1027,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T21:00:00",11.8,10.1,89.41,4.7,6.9,331,1027.1,0,0,0,"Clear","08534099999,08536099999,LPPT"
"2023-01-05T22:00:00",12,9,81.88,4.7,11.2,310,1027,0,0,0,"Clear","08536099999,LPPT"
"2023-01-05T23:00:00",12,9,81.88,5,11.2,320,1027,0,0,0,"Clear","08536099999,LPPT"
"2023-01-06T00:00:00",9.5,7.8,89.22,4.7,4.6,100,1027.1,23.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T01:00:00",7.7,6.9,94.4,4.7,1.5,30,1027,27.5,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T02:00:00",6.7,6.7,100,2.9,2.1,130,1026.8,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T03:00:00",8.4,7.6,94.43,2.9,3.6,130,1026.1,27.5,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T04:00:00",7,7,100,2.9,1.2,11,1026,89,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T05:00:00",8,8,100,6.1,3.6,58,1026,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T06:00:00",7.8,7.8,100,7.6,3.6,23,1026.1,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T07:00:00",8,8,100,9,3.9,70,1026,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T08:00:00",7.7,7.7,100,9,3.7,80,1027,87.7,0,0,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T09:00:00",7.8,7.8,100,9.7,3.6,360,1027.1,51.1,40,0.1,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T10:00:00",9.8,9.8,100,10.4,7.3,64,1027,37.8,146,0.5,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T11:00:00",10.3,10.2,99.23,10.8,7.7,80,1027,28.7,258,0.9,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T12:00:00",12.2,10.2,87.44,11.2,6,64,1027.1,28.3,347,1.2,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T13:00:00",12.9,11,87.86,11.5,6,55,1026,50,380,1.4,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T14:00:00",14.1,11.2,82.55,11.2,8.2,330,1025,50,284,1,"Partially cloudy","08532099999,08534099999,08536099999,LPPT"
"2023-01-06T15:00:00",15.1,11.2,77.28,6.1,10.3,326,1025.1,48.1,167,0.6,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-01-06T16:00:00",15,11.3,78.75,8.3,12.7,209,1025,37.8,222,0.8,"Partially cloudy","08532099999,08534099999,D7126,08536099999,LPPT"
"2023-01-06T17:00:00",15,11,77,11.5,13,210,1025,89,91,0.3,"Partially cloudy","D7126,08536099999,LPPT"
"2023-01-06T18:00:00",14.1,12,87.39,12.6,12.6,205,1025,89.2,11,0,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-06T19:00:00",14,12.2,88.66,12.6,9.4,157,1025,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T20:00:00",13.9,12.2,89.57,9.7,11.2,168,1025,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T21:00:00",13.1,12.1,93.95,9.7,9,194,1025,87.6,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T22:00:00",13.2,12,92.7,9.7,13.9,197,1025,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-06T23:00:00",13,12,93.65,8.6,9.4,192,1025,56.3,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T00:00:00",12.7,11.9,94.61,8.6,6.9,234,1024.1,87.6,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T01:00:00",12.7,11.9,94.61,13,10,210,1024,50,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T02:00:00",12.9,11.9,93.64,16.2,9.4,186,1024,82.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T03:00:00",12.8,11.9,94.62,18.4,11.1,157,1024,54.7,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T04:00:00",14,13.2,94.66,19.1,16.3,170,1023,82.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T05:00:00",15,14,93.75,24.8,20.8,188,1022,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T06:00:00",15.1,13.3,88.84,22.3,16.2,230,1023.1,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T07:00:00",14.2,13.2,93.71,23.4,19,210,1023,27.9,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T08:00:00",14.2,13,92.75,23,19.6,208,1022.8,31,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T09:00:00",15,13,87.57,25.2,22.6,207,1023,87.6,19,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T10:00:00",15.2,14,92.8,34.9,29,208,1023,89.2,40,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T11:00:00",15.2,15,99,41.4,30.2,210,1023,89.2,70,0.3,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T12:00:00",16,15.1,93.98,44.6,28.8,208,1022.1,89.2,124,0.4,"Rain, Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T13:00:00",16,16,100,42.5,32.9,210,1021,89.2,104,0.4,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T14:00:00",14.9,14.9,100,44.3,22.9,242,1021,89.2,176,0.6,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T15:00:00",16.2,16.1,99.8,43.9,31.2,220,1020.1,90.7,57,0.2,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-01-07T16:00:00",16,16,100,42.8,33.2,230,1020,89.2,53,0.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T17:00:00",16,15.2,94.74,41.4,26.6,228,1020,89.2,16,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-07T18:00:00",16,15.2,94.75,41.4,27,230,1020,90.7,1,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-07T19:00:00",15.2,15.2,100,42.5,22,248,1020,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-07T20:00:00",15,14.2,94.71,34.6,11.7,284,1021,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-07T21:00:00",14.9,14.2,95.09,21.2,10.7,243,1021.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-07T22:00:00",14,14,100,16.9,11.2,230,1021,89,0,0,"Partially cloudy","08536099999,LPPT"
"2023-01-07T23:00:00",15,15,100,16.2,14.8,220,1021,89,0,0,"Partially cloudy","08536099999,LPPT"
"2023-01-08T00:00:00",15.9,15.9,100,19.4,16,223,1020.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T01:00:00",15.2,15.2,100,29.2,22.6,245,1020,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T02:00:00",16,15.2,94.74,33.5,21.7,238,1019,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T03:00:00",16,15.2,94.75,32.4,22.2,230,1019.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T04:00:00",16,15.2,94.74,34.6,20.8,230,1019,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T05:00:00",16,15.2,94.74,42.1,23.6,238,1019,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T06:00:00",16,15.2,94.75,44.6,20.2,237,1019,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T07:00:00",16,15.2,94.74,42.1,22.9,240,1019,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T08:00:00",15,14.2,94.71,40.3,19.8,240,1020,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T09:00:00",16,15.1,94.36,38.2,19.8,233,1020,89.2,18,0.1,"Rain, Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T10:00:00",16,15.2,94.74,40,19,240,1020.3,89.2,40,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T11:00:00",16.9,15,88.9,39.6,20.5,250,1021,89.2,71,0.3,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T12:00:00",17,14.3,84.21,41.4,21.6,252,1021,87.6,283,1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T13:00:00",16.9,15.2,89.8,41.4,21.4,240,1020,56.3,139,0.5,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T14:00:00",17,15,88.01,40.3,25.9,250,1020,89.2,120,0.4,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T15:00:00",16,15.2,94.75,43.2,21.8,243,1020,90.7,71,0.3,"Overcast","08534099999,D7126,08536099999,LPPT"
"2023-01-08T16:00:00",17,16.2,94.78,42.1,23.8,257,1019.8,89.2,45,0.2,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T17:00:00",16.2,15.3,94.75,38.5,19.8,242,1020,89.2,14,0.1,"Partially cloudy","08534099999,D7126,08536099999,LPPT"
"2023-01-08T18:00:00",16.9,16,94.78,34.2,23.4,250,1020.1,90.7,2,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T19:00:00",16,16,100,50,27.2,258,1020.8,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T20:00:00",16.9,16,94.78,31,17.8,277,1021,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T21:00:00",16,15.1,94.55,31.7,21.6,268,1022.1,90.7,0,0,"Overcast","08534099999,08536099999,LPPT"
"2023-01-08T22:00:00",16,15.2,94.74,29.5,17.8,268,1022,50,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-08T23:00:00",16,15.2,94.74,25.2,19.6,270,1023,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-09T00:00:00",15.9,15.2,95.13,22.3,18.3,260,1023,84.4,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-09T01:00:00",16,15.2,94.74,27.7,18.4,260,1023,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-09T02:00:00",16,15.2,94.74,23,20.2,278,1023,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-09T03:00:00",15.9,15.1,94.74,20.2,15.3,280,1023.1,87.6,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
"2023-01-09T04:00:00",15.2,15.2,100,16.6,8.4,263,1024,89.2,0,0,"Partially cloudy","08534099999,08536099999,LPPT"
