name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2023-02-01T00:00:00,7.4,5.7,3.9,78.31,0,0,,0,0,6.5,9.1,358,1028.1,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T01:00:00,7.2,5.1,4.7,83.97,0,0,,0,0,4.3,11.5,344,1028,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T02:00:00,7.2,5.6,4.7,83.97,0,0,,0,0,2.5,8.7,357,1028,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T03:00:00,7.1,5.2,5.4,88.84,0,0,,0,0,2.5,10.1,261,1028,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T04:00:00,8,5.8,6,87.19,0,0,,0,0,2.9,13,310,1027,0,10,0,0,0,,Clear,clear-night,"08536099999,LPPT"
Lisbon,2023-02-01T05:00:00,6.1,4.6,5.2,94.33,0,0,,0,0,5,7.2,360,1027,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T06:00:00,5.2,5.2,4.3,94.08,0,0,,0,0,6.5,4.2,90,1027.2,23.2,10.8,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T07:00:00,3.5,3.5,3.5,100,0,0,,0,0,7.6,0.8,19,1028,27.5,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-02-01T08:00:00,2.7,2.7,2.7,99.73,0,0,,0,0,8.3,3.8,36,1028,25.7,6.6,9,0,0,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-02-01T09:00:00,5.3,5.3,5.3,99.97,0,0,,0,0,10.8,2.7,48,1028.2,23.8,7.5,80,0.3,1,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-02-01T10:00:00,6.8,5.9,5.7,92.62,0,0,,0,0,12.6,5.9,84,1029,27.5,9.2,260,0.9,3,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-02-01T11:00:00,7.4,6.3,5.6,88.37,0,0,,0,0,14.4,6.5,61,1029,27.6,10,419,1.5,4,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-02-01T12:00:00,9.2,7.7,5.6,77.86,0,0,,0,0,16.2,10,356,1028.2,0,10.1,526,1.9,5,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-02-01T13:00:00,11.1,11.1,5.6,68.91,0,0,,0,0,14.4,9.8,66,1027.2,0,10,583,2.1,6,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-02-01T14:00:00,12.1,12.1,4.7,60.33,0,0,,0,0,12.6,7.5,56,1027,0,10,576,2.1,6,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
