name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2022-12-01T00:00:00,11.2,11.2,11.1,99.69,0,0,,0,0,20.9,13.2,27,1012,90.7,2.1,0,0,0,,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T01:00:00,10.2,10.2,10.2,100,0,0,,0,0,25.2,19.5,37,1012,90.7,2.5,0,0,0,,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T02:00:00,10.2,10.2,10.2,100,0,0,,0,0,26.3,24.1,38,1012,90.7,4.2,0,0,0,,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T03:00:00,10.2,10.2,10.1,99.79,0,0,,0,0,26.6,20.1,47,1012.1,90.7,9.5,0,0,0,,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T04:00:00,10.2,10.2,10,98.96,0,0,,0,0,28.1,25.4,48,1012,90.7,7.7,0,0,0,,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T05:00:00,10.2,10.2,10,98.96,0,0,,0,0,27,16.3,50,1012,89.2,6.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T06:00:00,10.1,10.1,10,99.58,0,0,,0,0,26.6,15.3,48,1013,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T07:00:00,10.2,10.2,10,98.96,0,0,,0,0,27,16.6,50,1013,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T08:00:00,9.2,6.7,9.2,100,0,0,,0,0,24.5,16.8,38,1013.8,50,10,18,0.1,0,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T09:00:00,10.2,10.2,10,99.06,4.3,100,rain,0,0,28.1,17.4,30,1014.1,27.9,11.6,55,0.2,1,,"Rain, Partially cloudy",rain,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T10:00:00,11.2,11.2,10,92.58,0,0,,0,0,28.1,17.7,45,1014,31,10,203,0.7,2,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T11:00:00,13,13,11,87.66,0,0,,0,0,28.4,19.3,38,1015,27.9,10,258,0.9,3,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T12:00:00,14,14,10.1,77.08,0,0,,0,0,27.7,23.3,28,1014.1,24.7,11.6,459,1.7,5,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T13:00:00,14.2,14.2,10,76.06,0,0,,0,0,25.2,21.1,47,1013,27.9,10,483,1.7,5,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T14:00:00,15.2,15.2,9.2,67.39,0,0,,0,0,24.8,20.2,47,1012.8,25.7,10,452,1.6,5,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T15:00:00,15.2,15.2,9.9,70.72,0,0,,0,0,25.2,19.6,57,1012,0,11.6,376,1.4,4,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T16:00:00,15.2,15.2,9.9,70.57,0,0,,0,0,24.8,14.8,42,1012,0,10,239,0.9,2,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T17:00:00,14.2,14.2,9.9,75.27,0,0,,0,0,22.3,13.6,38,1012,0,10,62,0.2,1,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T18:00:00,12.2,12.2,9.2,82.34,0,0,,0,0,19.1,11.1,353,1013,23.2,11.6,5,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2022-12-01T19:00:00,12,12,8.3,78.17,0,0,,0,0,14.4,10.6,346,1013,5,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T20:00:00,11.9,11.9,8.3,78.98,0,0,,0,0,13,12.4,346,1013,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T21:00:00,10.8,10.8,8.2,83.84,0,0,,0,0,12.2,11.7,348,1014,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-01T22:00:00,12,12,8,76.51,0,0,,0,0,12.2,13,320,1014,0,10,0,0,0,,Clear,clear-night,LPPT
Lisbon,2022-12-01T23:00:00,10.9,10.9,7.3,78.84,0,0,,0,0,13,11.7,30,1014,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-02T00:00:00,10.9,10.9,8.1,83.14,0,0,,0,0,13.3,9.8,35,1014,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-02T01:00:00,9.9,8.4,7.2,83.37,0,0,,0,0,15.5,10.2,12,1013,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2022-12-02T02:00:00,8.2,6.8,6.2,87.21,0,0,,0,0,15.8,8.4,28,1013,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
