name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2023-08-01T00:00:00,21,21,18,82.99,0,0,,0,0,20.5,17.2,334,1020.8,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T01:00:00,21,21,18,82.75,0,0,,0,0,23.4,21.1,338,1020.1,84.4,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T02:00:00,21.2,21.2,18.2,83.01,0,0,,0,0,25.9,21.1,340,1020,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T03:00:00,20.3,20.3,19,92.17,0,0,,0,0,25.6,18.1,334,1019.8,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T04:00:00,20.2,20.2,18.6,90.66,0,0,,0,0,30.6,17,341,1019,89.2,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T05:00:00,19.7,19.7,17.6,87.38,0,0,,0,0,34.2,21,340,1019,64,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T06:00:00,19.2,19.2,17,87.33,0,0,,0,0,33.5,21.7,340,1019,27.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T07:00:00,19.1,19.1,16.9,87.32,0,0,,0,0,19.8,22,338,1019.5,51.4,11.6,11,0,0,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T08:00:00,20.5,20.5,17,80.47,0,0,,0,0,23.8,22.6,351,1019.8,30.3,10,74,0.3,1,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T09:00:00,22.1,22.1,18,77.72,0,0,,0,0,36.7,22.9,353,1019.8,28.7,10,155,0.6,2,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T10:00:00,24.4,24.4,18,67.54,0.02,100,rain,0,0,37.1,28.7,352,1020,38.3,11.6,297,1.1,3,,"Rain, Partially cloudy",rain,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T11:00:00,26.1,26.1,18.2,61.85,0,0,,0,0,32.4,30.4,351,1019.8,28,10,366,1.3,4,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T12:00:00,27.2,28.2,18.2,57.8,0,0,,0,0,31.3,27.4,347,1019.4,28,10,506,1.8,5,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T13:00:00,27.3,28.3,18.6,59.02,0,0,,0,0,33.8,28,339,1019,28.3,11.6,587,2.1,6,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T14:00:00,28.2,29.5,19,57.49,0,0,,0,0,37.4,28.1,338,1018.4,28,10,860,3.1,9,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T15:00:00,28.2,29.5,19,57.62,0,0,,0,0,37.1,30.5,338,1017.9,28,10,478,1.7,5,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T16:00:00,28.1,29.2,18.7,56.88,0,0,,0,0,50,29.2,334,1018,28.7,11.6,360,1.3,4,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T17:00:00,26.8,28.2,19.9,65.95,0,0,,0,0,38.2,31.1,334,1017.9,30.3,10,329,1.2,3,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T18:00:00,25.7,25.7,20,70.64,0,0,,0,0,34.6,27.4,328,1017.4,36.3,10,155,0.6,2,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T19:00:00,23.9,23.9,20.1,79.09,0,0,,0,0,32,27.5,333,1017,65.2,11.6,88,0.3,1,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T20:00:00,23.3,23.3,20,81.66,0,0,,0,0,32,20.9,337,1016.8,82.9,10,19,0.1,0,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T21:00:00,23.2,23.2,20,82.44,0,0,,0,0,31.7,17.6,332,1016.8,82.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T22:00:00,22.7,22.7,19.1,80.24,0,0,,0,0,28.8,18.6,340,1017.9,87.6,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-01T23:00:00,22.2,22.2,19,82.32,0,0,,0,0,26.6,20,344,1017.8,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T00:00:00,21.7,21.7,18.2,80.11,0,0,,0,0,27.4,17.3,332,1017.8,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T01:00:00,21.2,21.2,18.1,82.44,0,0,,0,0,25.6,21.1,332,1017.9,87.6,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T02:00:00,20.2,20.2,17.2,82.89,0,0,,0,0,29.5,22.1,330,1017.4,41.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T03:00:00,20.2,20.2,17,82.07,0,0,,0,0,23,23.7,332,1017,31,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T04:00:00,20.1,20.1,17.4,84.69,0,0,,0,0,20.5,22.6,336,1017,81.3,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T05:00:00,21,21,18,82.99,0,0,,0,0,20.9,19,340,1016.8,89.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T06:00:00,20.5,20.5,18,85.58,0,0,,0,0,20.2,15.7,340,1017,69.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"D7126,08536099999,LPPT"
Lisbon,2023-08-02T07:00:00,21,21,18.9,87.92,0,0,,0,0,14.8,14.3,330,1016.9,81.3,11.6,5,0,0,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T08:00:00,21.7,21.7,19,84.61,0,0,,0,0,17.3,15.5,334,1017,89.2,10,25,0.1,0,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T09:00:00,22.7,22.7,20,84.92,0,0,,0,0,24.8,15.1,334,1017,89.2,9.8,46,0.2,0,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T10:00:00,24,24,20,78.64,0.02,100,rain,0,0,24.8,20.8,334,1017.9,85,10.4,175,0.6,2,,"Rain, Partially cloudy",rain,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T11:00:00,24.9,24.9,19.2,70.83,0,0,,0,0,26.6,22,338,1017.8,89.2,9.8,417,1.5,4,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T12:00:00,25.9,25.9,18.8,64.95,0,0,,0,0,24.1,19.6,330,1017.8,89.2,10,555,2,6,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T13:00:00,27.5,28.4,18.2,56.98,0,0,,0,0,28.8,23.2,326,1017.5,83.1,11.6,682,2.5,7,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T14:00:00,28.1,28.7,17.2,51.65,0,0,,0,0,28.8,24,330,1016.9,43.5,10,670,2.4,7,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T15:00:00,28.7,29.2,17.2,49.88,0,0,,0,0,31.7,24.9,331,1016.8,47,10,622,2.2,6,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T16:00:00,27.7,28.7,18.1,55.64,0,0,,0,0,34.6,25.4,321,1016.9,47.4,11.6,461,1.7,5,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T17:00:00,26.4,26.4,19.3,65.09,0,0,,0,0,34.6,22.6,316,1016,64.7,10,207,0.7,2,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T18:00:00,24.9,24.9,20,74.27,0,0,,0,0,36,20.9,312,1016,66.1,10,153,0.6,2,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T19:00:00,24.3,24.3,20.9,81.54,0,0,,0,0,24.1,18.5,312,1016,48.4,11.6,113,0.4,1,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T20:00:00,23.7,23.7,20.2,80.38,0,0,,0,0,35.3,15.3,319,1016.4,46.9,10,26,0.1,0,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T21:00:00,21.9,21.9,19.2,84.47,0,0,,0,0,38.9,19.6,334,1016.8,46.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T22:00:00,20.4,20.4,17.7,84.57,0,0,,0,0,27,20.1,351,1017.9,82.9,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-02T23:00:00,20.2,20.2,16.7,80.71,0,0,,0,0,28.4,21.9,356,1018,72.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-03T00:00:00,19.3,19.3,15.6,78.98,0,0,,0,0,28.1,19.9,353,1018,62.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-03T01:00:00,19.2,19.2,14.6,75.04,0,0,,0,0,22,19.8,349,1018,67.6,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-03T02:00:00,18.3,18.3,13.6,73.91,0,0,,0,0,22,18.2,350,1018,31,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-03T03:00:00,18.2,18.2,13.6,74.63,0,0,,0,0,21.2,17,350,1017.8,27.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-08-03T04:00:00,18.1,18.1,14.5,79.37,0,0,,0,0,22.3,21.8,344,1018,27.9,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,D7126,08536099999,LPPT"
