name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2023-07-01T00:00:00,20,20,12.3,61.25,0,0,,0,0,44.6,22.5,327,1018,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T01:00:00,19.6,19.6,13.1,65.9,0,0,,0,0,21.2,18.6,336,1018,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T02:00:00,19.2,19.2,13.2,68.21,0,0,,0,0,22,22.9,330,1017.8,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T03:00:00,19,19,13.2,68.88,0,0,,0,0,20.5,24.6,327,1017,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T04:00:00,19.1,19.1,13.6,70.59,0,0,,0,0,18.4,22.2,319,1016.9,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T05:00:00,19.2,19.2,13.3,68.91,0,0,,0,0,17.3,22.8,319,1016.4,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T06:00:00,19,19,13.2,68.88,0,0,,0,0,16.2,19.9,315,1016,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-07-01T07:00:00,19.1,19.1,13.2,68.54,0,0,,0,0,16.9,21.4,315,1016.9,0,11.6,19,0.1,0,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T08:00:00,20.2,20.2,13.2,64.1,0,0,,0,0,16.6,22.5,315,1016.8,0,10,105,0.4,1,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T09:00:00,22,22,14.2,61.1,0,0,,0,0,16.9,18.1,319,1017,0,10,285,1,3,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T10:00:00,24,24,15,57.15,0,0,,0,0,22.7,20.9,337,1017,0,11.6,409,1.5,4,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T11:00:00,26,26,15,50.74,0,0,,0,0,22.7,17.3,319,1016.8,0,10,636,2.3,6,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T12:00:00,28.2,28,14.3,42.76,0,0,,0,0,22.7,20.7,336,1016.8,0,10,774,2.8,8,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T13:00:00,29.6,29.3,14.7,40.36,0,0,,0,0,22.7,20.9,340,1016,0,11.6,866,3.1,9,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T14:00:00,29.3,29.2,15.5,43.24,0,0,,0,0,25.2,22.4,326,1015.9,30,10,907,3.3,9,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T15:00:00,30.1,30.1,15.8,41.98,0,0,,0,0,28.4,22.4,321,1015.1,30,10,893,3.2,9,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T16:00:00,29.7,29.5,15.4,42.01,0,0,,0,0,32.8,23.6,311,1015,6.1,11.5,826,3,8,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T17:00:00,29.5,29.3,15.2,41.84,0,0,,0,0,35.3,24.6,316,1014.8,0,10,707,2.5,7,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T18:00:00,28.3,28.2,14.5,42.8,0,0,,0,0,35.3,28.4,327,1014,0,10,553,2,6,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T19:00:00,26.8,27.1,14.7,47.33,0,0,,0,0,33.8,27.5,325,1014,0,11.6,376,1.4,4,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-07-01T20:00:00,24.9,24.9,15.2,54.72,0,0,,0,0,34.6,27,321,1014,0,10,187,0.7,2,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT"
