name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Lisbon,2023-03-01T00:00:00,8.2,5.5,2.1,65.74,0,0,,0,0,15.8,16.2,333,1021.1,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T01:00:00,7.2,4.8,2.2,70.53,0,0,,0,0,15.8,12.4,348,1021,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T02:00:00,5.7,3.5,1.2,72.66,0,0,,0,0,15.5,9.9,356,1021,1.3,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T03:00:00,3.9,3.9,1.1,81.9,0,0,,0,0,13.3,1.1,14,1020.2,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T04:00:00,4.7,3.4,0.2,72.47,0,0,,0,0,10.8,6,349,1020,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T05:00:00,3.9,2.7,-0.4,73.98,0,0,,0,0,10.4,5.1,339,1020,45,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T06:00:00,4.6,2.6,-1.7,63.98,0,0,,0,0,15.8,8.1,8,1020.1,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T07:00:00,3.5,1.5,-1.8,67.92,0,0,,0,0,19.1,7.8,9,1020,27.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T08:00:00,5.6,3.9,-0.8,63.79,0,0,,0,0,19.1,7.6,33,1021,51.8,10,32,0.1,0,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T09:00:00,6.9,5,0.1,62.15,0,0,,0,0,19.8,9.4,40,1021.1,82.8,11.6,164,0.6,2,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T10:00:00,8.1,5.9,-0.9,53.04,0,0,,0,0,20.9,13,48,1021,28.5,10,286,1,3,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T11:00:00,9.2,7.4,-1,48.93,0,0,,0,0,20.9,12.1,65,1020,27.6,10,429,1.5,4,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T12:00:00,10.2,10.2,-0.7,46.75,0,0,,0,0,16.6,12.3,66,1020.1,24.9,11.6,631,2.3,6,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T13:00:00,11.2,11.2,-0.7,43.65,0,0,,0,0,16.6,14.2,77,1019,27.6,10,724,2.6,7,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T14:00:00,12.2,12.2,-1.5,38.5,0,0,,0,0,12.2,9.6,61,1019,27.6,10,707,2.5,7,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T15:00:00,13,13,-0.9,38.19,0,0,,0,0,10.4,9.9,51,1018.1,10,11.6,636,2.3,6,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T16:00:00,12.3,12.3,-0.3,41.97,0,0,,0,0,8.3,6.2,22,1018,85.8,10,523,1.9,5,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T17:00:00,12.1,12.1,1,46.56,0,0,,0,0,18.4,9,280,1018,94.6,10,322,1.2,3,,Overcast,cloudy,"08532099999,08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T18:00:00,11,11,0.4,48.08,0,0,,0,0,16.9,14.7,314,1018,50,11.6,77,0.3,1,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T19:00:00,9.3,7.1,0,52.18,0,0,,0,0,19.8,15,322,1018,100,10,7,0,0,,Overcast,cloudy,"08534099999,D7126,08536099999,LPPT"
Lisbon,2023-03-01T20:00:00,8.3,5.7,1,60.01,0,0,,0,0,19.8,16.3,332,1018.2,100,10,0,0,0,,Overcast,cloudy,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T21:00:00,8.2,5.8,1.9,64.57,0,0,,0,0,15.8,14.1,323,1019.1,50,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T22:00:00,8,6.2,1.9,65.12,0,0,,0,0,13,10.3,323,1019,79.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-01T23:00:00,6.7,5.9,1,67.06,0,0,,0,0,10.1,5.4,319,1019,79.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
Lisbon,2023-03-02T00:00:00,4.9,4.9,1,75.68,0,0,,0,0,7.2,3.6,70,1019.1,40,11.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT"
