"","N_EDIFICIOS_CLASSICOS","N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ","N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS","N_EDIFICIOS_EXCLUSIV_RESID","N_EDIFICIOS_1_OU_2_PISOS","N_EDIFICIOS_3_OU_MAIS_PISOS","N_EDIFICIOS_CONSTR_ANTES_1945","N_EDIFICIOS_CONSTR_1946_1980","N_EDIFICIOS_CONSTR_1981_2000","N_EDIFICIOS_CONSTR_2001_2010","N_EDIFICIOS_CONSTR_2011_2021","N_EDIFICIOS_COM_NECESSIDADES_REPARACAO","N_ALOJAMENTOS_TOTAL","N_ALOJAMENTOS_FAMILIARES","N_ALOJAMENTOS_FAM_CLASS_RHABITUAL","N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA","N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS","N_RHABITUAL_COM_ESTACIONAMENTO","N_RHABITUAL_PROP_OCUP","N_RHABITUAL_ARRENDADOS","N_AGREGADOS_DOMESTICOS_PRIVADOS","N_ADP_1_OU_2_PESSOAS","N_ADP_3_OU_MAIS_PESSOAS","N_NUCLEOS_FAMILIARES","N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25","N_INDIVIDUOS","N_INDIVIDUOS_H","N_INDIVIDUOS_M","N_INDIVIDUOS_0_14","N_INDIVIDUOS_15_24","N_INDIVIDUOS_25_64","N_INDIVIDUOS_65_OU_MAIS","postal_code"
"2511",2,0,2,2,0,2,0,0,0,2,0,2,54,54,49,5,48,49,40,6,49,19,30,36,30,144,74,70,44,11,82,7,"1990-506"
"2512",48,25,23,48,35,13,24,10,1,13,0,29,262,262,218,44,141,139,131,73,218,109,109,164,110,575,284,291,117,74,320,64,"1750-423"
"2513",7,7,0,7,7,0,0,6,0,1,0,2,7,7,6,1,1,5,6,0,6,4,2,7,2,17,7,10,2,1,4,10,"1750-342"
"2514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1800-134"
"2515",13,0,13,12,0,13,0,13,0,0,0,0,107,107,90,17,7,0,46,38,90,65,25,51,23,192,78,114,27,19,85,61,"1750-314"
"2516",11,5,6,8,7,4,0,10,0,0,1,6,39,39,30,9,3,14,12,17,30,21,9,14,8,60,31,29,11,9,28,12,"1800-364"
"2517",24,24,0,24,18,6,0,5,17,2,0,8,25,25,18,7,3,14,16,0,18,9,9,16,8,57,31,26,15,3,30,9,"1800-368"
"2518",56,56,0,56,56,0,2,54,0,0,0,55,56,56,46,10,6,9,0,45,46,30,16,41,14,123,59,64,18,5,75,25,"1500-171"
"2519",25,25,0,25,10,15,0,7,13,2,3,9,25,25,23,2,11,21,22,0,23,11,12,19,10,65,28,37,12,5,30,18,"1800-364"
"2520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-265"
"2521",2,0,2,2,2,0,0,0,0,0,2,0,20,20,20,0,13,1,1,19,20,10,10,18,8,56,26,30,7,5,34,10,"1600-647"
"2522",12,0,12,10,0,12,0,12,0,0,0,0,345,345,290,55,76,3,30,253,290,203,87,203,77,654,300,354,81,64,284,225,"1800-046"
"2523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1998-030"
"2524",18,18,0,18,14,4,0,1,17,0,0,4,18,18,14,4,6,14,12,1,14,4,10,14,7,46,21,25,4,5,26,11,"1800-192"
"2525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-084"
"2526",19,0,19,16,0,19,0,17,0,2,0,0,347,347,264,83,59,43,148,101,264,194,70,138,58,539,231,308,61,40,256,182,"1600-489"
"2527",14,12,1,14,14,0,0,14,0,0,0,10,20,19,10,9,2,5,4,5,10,4,6,8,4,42,16,26,1,6,15,20,"1800-364"
"2528",4,0,3,2,0,4,0,0,0,4,0,0,137,136,120,16,97,120,93,23,120,63,57,90,59,316,158,158,57,47,181,31,NA
"2529",33,33,0,33,33,0,0,32,1,0,0,12,33,33,30,3,2,28,29,0,30,20,10,26,9,77,34,43,6,7,26,38,"1750-342"
"2530",11,11,0,11,11,0,0,11,0,0,0,11,12,12,11,1,3,9,9,0,11,7,4,11,1,30,14,16,1,0,18,11,"1750-342"
"2531",20,3,16,18,2,18,0,16,1,0,3,3,429,428,339,89,77,155,238,68,339,247,92,207,86,711,353,358,89,64,350,208,"1600-038"
"2532",5,5,0,5,5,0,1,3,1,0,0,3,5,5,5,0,1,1,0,4,5,3,2,4,3,14,7,7,3,2,7,2,"1750-025"
"2533",3,0,3,1,0,3,0,0,3,0,0,3,58,58,57,1,45,6,3,53,57,21,36,51,34,183,92,91,30,31,103,19,"1750-342"
"2534",3,0,3,2,0,3,0,0,3,0,0,2,54,54,52,2,41,1,11,38,52,22,30,46,31,174,75,99,41,29,80,24,"1750-339"
"2535",4,4,0,4,4,0,1,3,0,0,0,3,6,6,3,3,2,2,1,1,3,2,1,2,0,6,3,3,0,0,2,4,"1750-025"
"2536",20,6,14,19,6,14,3,3,14,0,0,10,357,357,330,27,163,13,37,274,330,166,164,259,150,917,433,484,151,137,482,147,"1750-184"
"2537",24,24,0,24,0,24,0,0,24,0,0,0,24,24,23,1,1,23,18,3,23,12,11,22,13,68,32,36,10,13,32,13,"1990-506"
"2538",11,0,11,11,0,11,0,0,1,10,0,0,121,121,105,16,80,105,97,5,105,53,52,78,41,256,117,139,23,36,163,34,"1750-200"
"2539",34,34,0,34,0,34,0,0,18,16,0,0,34,34,32,2,2,31,25,7,32,9,23,30,21,107,48,59,25,19,54,9,"1990-392"
"2540",5,0,5,4,0,5,0,0,5,0,0,0,65,65,58,7,52,58,53,3,58,32,26,50,26,153,71,82,24,21,78,30,"1990-370"
"2541",11,5,6,11,5,6,0,0,11,0,0,0,83,83,62,21,17,54,45,14,62,44,18,43,14,137,69,68,11,9,81,36,"1750-200"
"2542",21,21,0,21,13,8,10,4,2,5,0,5,21,21,18,3,5,17,14,2,18,9,9,19,8,52,28,24,9,3,23,17,"1800-362"
"2543",42,41,1,42,42,0,35,5,1,0,1,10,46,46,39,7,9,1,5,33,39,29,10,21,10,84,42,42,10,10,43,21,"1750-200"
"2544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1800-190"
"2545",8,0,8,4,0,8,0,8,0,0,0,1,181,181,126,55,43,114,84,26,126,100,26,70,19,245,102,143,18,21,109,97,"1750-144"
"2546",4,0,4,3,0,4,0,0,0,4,0,0,202,202,170,32,145,170,137,23,170,91,79,120,87,422,195,227,85,52,260,25,"1740-441"
"2547",9,0,9,9,0,9,0,0,9,0,0,0,72,72,64,8,47,64,54,3,64,39,25,52,23,167,90,77,19,25,70,53,"1600-483"
"2548",5,0,5,5,0,5,0,0,0,5,0,0,113,113,82,31,67,82,60,17,82,41,41,53,40,206,94,112,47,19,130,10,"1750-204"
"2549",29,1,28,27,1,28,1,25,3,0,0,7,282,282,244,38,63,86,190,37,244,187,57,151,43,493,223,270,38,35,234,186,"1800-177"
"2550",12,7,5,12,8,4,7,0,4,0,1,5,46,46,44,2,30,37,30,13,44,22,22,32,17,122,59,63,24,14,58,26,"1600-483"
"2551",22,0,22,20,0,22,0,20,2,0,0,11,348,348,272,76,91,26,164,86,272,190,82,164,60,571,246,325,55,46,297,173,"1800-329"
"2552",18,18,0,18,8,10,2,11,2,2,1,3,18,18,14,4,4,13,13,1,14,7,7,11,7,40,21,19,2,10,19,9,"1800-281"
"2553",18,0,18,10,0,18,0,0,0,18,0,4,313,313,235,78,209,235,162,61,235,158,77,142,79,530,253,277,95,55,327,53,"1990-305"
"2554",6,5,1,4,5,1,3,3,0,0,0,3,9,9,5,4,0,0,0,5,5,5,0,2,0,8,3,5,0,1,6,1,"1750-293"
"2555",18,0,18,18,0,18,0,0,18,0,0,11,155,155,136,19,16,59,116,12,136,83,53,107,37,319,156,163,23,29,192,75,"1800-177"
"2556",35,11,24,34,25,10,2,29,4,0,0,20,132,132,100,32,15,16,12,81,100,67,33,68,29,221,104,117,31,22,120,48,"1600-516"
"2557",16,0,16,15,0,16,0,0,1,15,0,7,376,376,309,67,256,148,101,193,309,169,140,215,139,809,373,436,134,114,476,85,"1750-204"
"2558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1675-632"
"2559",9,0,9,8,0,9,0,0,0,9,0,0,105,105,64,41,58,64,39,17,64,46,18,48,17,138,65,73,21,4,70,43,NA
"2560",58,58,0,58,34,24,34,7,7,7,3,13,58,58,47,11,13,45,44,1,47,19,28,42,22,140,66,74,22,19,69,30,"1800-362"
"2561",12,7,5,11,3,9,9,2,0,1,0,4,29,29,23,6,3,8,6,12,23,15,8,18,7,57,26,31,9,3,36,9,"1800-281"
"2562",8,0,8,6,0,8,0,8,0,0,0,0,113,113,90,23,13,2,42,42,90,64,26,56,27,196,87,109,36,16,90,54,"1750-186"
"2563",6,0,6,4,0,6,0,6,0,0,0,6,136,136,109,27,66,5,79,18,109,92,17,53,15,190,81,109,12,12,86,80,"1750-011"
"2564",39,10,29,36,10,29,0,39,0,0,0,20,239,239,189,50,5,11,154,20,189,125,64,132,56,439,204,235,55,37,255,92,NA
"2565",24,24,0,23,24,0,18,1,5,0,0,18,27,27,16,11,2,4,6,9,16,13,3,8,5,28,14,14,3,4,11,10,"1600-553"
"2566",27,8,18,26,9,18,0,25,2,0,0,5,227,226,174,52,22,8,88,74,174,118,56,105,47,398,180,218,54,37,209,98,"1800-088"
"2567",16,0,16,16,0,16,0,0,0,16,0,0,188,188,168,20,68,168,138,19,168,92,76,108,72,398,203,195,73,43,245,37,"1500-210"
"2568",34,21,13,32,23,11,20,1,13,0,0,13,209,209,175,34,74,127,141,18,175,120,55,122,47,396,180,216,41,42,184,129,"1600-766"
"2569",6,0,6,5,0,6,0,0,5,1,0,0,213,213,188,25,162,187,161,15,188,97,91,154,84,497,247,250,58,81,259,99,"1600-453"
"2570",12,6,6,11,4,8,0,0,11,1,0,2,70,70,59,11,37,41,44,11,59,45,14,36,8,124,55,69,16,4,57,47,"1600-576"
"2571",24,0,23,24,0,24,0,22,2,0,0,0,222,221,152,69,4,3,69,75,152,109,43,91,32,314,150,164,26,23,180,85,"1700-046"
"2572",11,0,11,10,0,11,0,0,11,0,0,0,161,161,145,16,81,129,115,16,145,88,57,110,56,352,162,190,54,44,171,83,"1600-451"
"2573",6,0,6,6,0,6,0,6,0,0,0,3,72,72,69,3,5,1,33,28,69,38,31,53,24,179,84,95,30,18,85,46,"1800-245"
"2574",16,16,0,16,14,2,0,16,0,0,0,2,16,16,11,5,4,11,10,0,11,5,6,6,2,31,16,15,5,2,16,8,"1700-003"
"2575",7,0,7,4,0,7,0,7,0,0,0,0,140,140,115,25,96,1,80,27,115,75,40,79,27,281,135,146,17,34,137,93,"1800-079"
"2576",8,0,8,8,0,8,0,2,6,0,0,0,122,122,104,18,77,62,81,13,104,74,30,67,22,213,102,111,20,13,90,90,"1600-634"
"2577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1950-037"
"2578",46,7,34,39,9,37,12,21,12,1,0,39,422,417,279,137,81,81,75,184,281,190,91,175,90,843,311,532,132,93,336,282,"1700-238"
"2579",14,0,14,14,0,14,0,0,1,13,0,0,170,170,157,13,137,154,144,8,157,76,81,124,75,421,197,224,50,81,218,72,"1600-236"
"2580",16,1,15,15,1,15,0,15,1,0,0,8,236,236,186,50,54,15,130,39,186,132,54,94,44,374,172,202,49,25,192,108,"1700-322"
"2581",14,0,14,12,0,14,0,14,0,0,0,1,207,207,174,33,108,0,130,34,174,115,59,107,46,404,180,224,48,47,192,117,"1800-077"
"2582",7,0,7,7,0,7,0,0,7,0,0,1,199,199,167,32,131,53,137,19,167,122,45,107,37,353,160,193,41,21,167,124,"1601-801"
"2583",2,0,2,2,0,2,0,2,0,0,0,0,57,57,49,8,34,0,36,10,49,35,14,30,9,101,47,54,8,5,51,37,"1800-328"
"2584",15,0,15,15,5,10,0,0,15,0,0,1,199,199,171,28,53,166,130,29,171,108,63,109,57,391,174,217,54,47,226,64,"1600-626"
"2585",10,0,10,9,0,10,0,0,0,10,0,0,114,114,94,20,87,94,76,10,94,41,53,78,55,264,125,139,64,31,140,29,"1990-074"
"2586",31,13,18,31,10,21,1,1,20,7,2,0,160,160,124,36,42,61,69,41,124,101,23,64,19,234,100,134,19,20,129,66,"1600-236"
"2587",8,0,8,6,0,8,0,0,0,8,0,0,87,87,73,14,72,73,64,5,73,37,36,57,32,191,99,92,35,22,105,29,"1990-221"
"2588",15,8,7,15,11,4,2,1,2,1,9,1,44,44,39,5,9,26,25,10,39,16,23,34,25,116,50,66,27,19,57,13,"1600-587"
"2589",23,21,2,22,23,0,21,0,1,1,0,11,30,30,19,11,7,2,12,6,19,10,9,13,7,46,26,20,4,8,24,10,"1600-532"
"2590",8,0,8,8,0,8,0,0,8,0,0,2,64,64,50,14,1,4,37,7,50,26,24,36,19,131,64,67,15,22,71,23,"1500-450"
"2591",5,0,5,5,0,5,0,0,0,5,0,0,146,146,128,18,112,128,96,24,128,72,56,89,54,327,154,173,51,53,179,44,"1600-454"
"2592",8,0,8,8,0,8,0,0,8,0,0,0,127,127,105,22,62,104,90,5,105,64,41,67,33,238,101,137,31,23,123,61,"1600-618"
"2593",9,0,9,8,0,9,0,0,0,9,0,0,173,173,140,33,117,139,118,16,140,81,59,103,51,350,157,193,49,45,202,54,"1600-451"
"2594",1,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,5,23,0,0,"1600-451"
"2595",11,0,11,6,0,11,0,11,0,0,0,2,73,73,69,4,1,2,60,1,69,54,15,42,8,134,57,77,9,4,56,65,"1600-553"
"2596",19,0,19,13,0,19,0,18,1,0,0,13,265,265,199,66,88,6,163,26,199,145,54,115,44,411,182,229,38,30,198,145,"1800-000"
"2597",6,0,6,6,0,6,0,6,0,0,0,6,72,72,62,10,2,1,32,23,62,36,26,48,16,150,75,75,22,12,84,32,"1800-056"
"2598",16,0,16,16,0,16,0,16,0,0,0,9,128,128,104,24,1,1,52,40,104,63,41,69,37,254,129,125,32,26,151,45,"1800-245"
"2599",15,0,15,14,0,15,0,0,15,0,0,3,125,125,85,40,1,4,49,25,85,50,35,52,27,198,83,115,25,16,115,42,"1500-450"
"2600",17,10,7,15,11,6,11,6,0,0,0,11,306,306,238,68,114,230,192,20,238,165,73,150,60,517,238,279,92,18,232,175,"1500-430"
"2601",3,3,0,3,3,0,1,2,0,0,0,3,4,4,4,0,0,1,2,2,4,4,0,0,0,4,2,2,0,0,0,4,"1600-155"
"2602",4,0,4,2,0,4,0,4,0,0,0,0,101,101,82,19,57,1,72,1,82,60,22,49,15,167,69,98,17,5,73,72,"1800-088"
"2603",23,0,23,22,0,23,0,22,0,0,1,19,413,413,329,84,64,21,198,102,329,250,79,171,71,629,264,365,61,46,289,233,"1600-413"
"2604",3,0,3,3,0,3,0,0,3,0,0,0,83,83,63,20,59,61,54,5,63,40,23,49,20,153,75,78,15,22,68,48,"1600-477"
"2605",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,5,1,14,7,7,1,1,12,0,"1959-007"
"2606",7,0,7,6,0,7,0,1,1,5,0,1,256,256,219,37,183,73,133,76,219,139,80,156,73,510,230,280,52,68,289,101,"1950-239"
"2607",16,0,16,16,0,16,0,0,0,16,0,1,256,256,231,25,128,231,208,10,231,110,121,185,124,624,315,309,102,92,372,58,"1500-210"
"2608",21,15,6,21,11,10,0,0,6,15,0,3,86,86,58,28,44,17,45,12,58,40,18,32,20,120,54,66,17,16,67,20,"1600-626"
"2609",5,0,5,5,0,5,0,5,0,0,0,0,66,66,55,11,23,2,44,5,55,38,17,41,12,130,54,76,9,16,57,48,"1800-000"
"2610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-506"
"2611",58,58,0,58,58,0,0,0,0,58,0,4,58,58,54,4,37,43,51,1,54,30,24,48,17,139,65,74,12,12,74,41,"1750-342"
"2612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-523"
"2613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-173"
"2614",49,5,43,48,12,37,3,43,2,0,1,1,366,365,285,80,9,7,119,147,285,212,73,169,58,600,252,348,62,42,322,174,"1750-200"
"2615",8,3,5,8,3,5,0,4,2,2,0,0,59,59,49,10,36,40,39,6,49,29,20,29,15,112,53,59,17,9,64,22,"1750-200"
"2616",41,0,41,39,0,41,0,41,0,0,0,1,446,446,348,98,8,4,132,189,348,269,79,181,71,675,286,389,73,46,343,213,"1750-161"
"2617",6,0,6,6,0,6,0,0,4,2,0,4,170,170,145,25,132,54,35,106,145,86,59,101,62,361,185,176,69,46,204,42,"1700-474"
"2618",11,0,11,11,0,11,0,0,0,11,0,9,101,101,74,27,23,2,2,68,74,31,43,67,45,244,120,124,67,37,121,19,"1800-412"
"2619",6,0,6,5,0,6,0,0,6,0,0,6,132,132,122,10,81,3,13,105,122,55,67,97,55,349,153,196,56,59,173,61,"1700-474"
"2620",23,20,3,23,23,0,18,1,4,0,0,5,51,51,36,15,2,1,3,31,36,23,13,21,11,84,39,45,12,11,48,13,"1750-025"
"2621",14,14,0,14,14,0,0,14,0,0,0,1,14,14,14,0,0,14,11,1,14,12,2,4,2,27,13,14,5,1,11,10,"1800-129"
"2622",23,23,0,23,23,0,0,20,1,0,2,1,24,24,19,5,9,6,11,6,19,7,12,21,8,64,29,35,8,3,35,18,"1700-046"
"2623",13,13,0,13,13,0,0,13,0,0,0,8,13,13,12,1,6,3,6,5,12,5,7,12,6,38,13,25,10,2,16,10,"1700-029"
"2624",8,0,8,7,0,8,0,0,8,0,0,0,173,173,148,25,67,57,116,17,148,102,46,92,40,317,144,173,43,24,140,110,"1600-641"
"2625",14,14,0,14,14,0,0,0,14,0,0,3,14,14,13,1,2,13,12,0,13,10,3,11,2,31,15,16,4,2,9,16,"1600-635"
"2626",9,0,9,8,0,9,0,0,9,0,0,1,137,137,121,16,29,83,98,15,121,79,42,73,41,263,125,138,28,33,155,47,"1885-092"
"2627",29,13,16,26,10,19,3,21,4,1,0,27,193,193,148,45,51,113,99,35,148,109,39,67,27,278,120,158,18,22,155,83,"1750-011"
"2628",11,0,11,9,0,11,0,11,0,0,0,7,218,218,165,53,91,37,114,41,165,96,69,108,64,387,159,228,51,50,177,109,"1849-028"
"2629",11,8,3,11,7,4,0,11,0,0,0,3,28,28,14,14,2,3,2,8,14,10,4,8,5,28,11,17,3,4,16,5,"1800-134"
"2630",17,0,17,14,0,17,0,0,0,17,0,0,277,277,227,50,195,227,163,56,227,108,119,170,121,616,297,319,133,81,368,34,"1990-099"
"2631",14,0,14,10,0,14,0,0,12,2,0,2,183,183,143,40,107,141,119,10,143,88,55,104,60,343,165,178,49,52,155,87,"1990-237"
"2632",8,0,8,7,0,8,0,0,0,8,0,0,208,208,141,67,123,141,81,48,141,80,61,101,65,371,189,182,96,28,225,22,"1990-088"
"2633",14,0,14,14,0,14,0,14,0,0,0,4,112,112,99,13,2,0,84,7,99,61,38,62,33,229,114,115,25,28,136,40,"1800-129"
"2634",3,0,3,3,0,3,0,3,0,0,0,2,75,75,61,14,9,1,43,11,61,31,30,38,24,158,63,95,23,18,93,24,"1800-119"
"2635",8,0,8,7,0,8,0,0,8,0,0,0,172,172,146,26,107,142,123,10,146,88,58,105,45,392,207,185,29,47,223,93,"1600-413"
"2636",21,0,21,18,0,21,0,0,6,12,3,7,618,618,489,129,470,474,367,96,489,266,223,341,203,1252,607,645,195,173,745,139,"1800-079"
"2637",6,0,6,5,0,6,0,6,0,0,0,0,71,71,63,8,1,0,33,28,63,36,27,50,26,171,80,91,25,23,98,25,"1800-129"
"2638",16,14,1,16,13,3,11,3,2,0,0,14,18,17,12,5,6,7,8,2,12,9,3,5,3,95,12,83,5,1,10,79,"1600-553"
"2639",12,0,12,9,0,12,0,1,11,0,0,4,228,228,162,66,26,129,120,23,162,107,55,104,51,360,153,207,44,42,192,82,"1749-009"
"2640",30,20,10,29,20,10,0,0,30,0,0,6,196,196,154,42,74,53,125,13,154,101,53,105,44,351,164,187,48,36,165,102,"1600-236"
"2641",12,0,12,11,0,12,0,0,10,2,0,1,226,226,201,25,173,198,171,20,201,92,109,169,103,559,261,298,72,105,290,92,"1600-577"
"2642",4,0,4,2,0,4,0,3,1,0,0,0,60,60,52,8,32,15,41,7,52,27,25,35,24,140,69,71,26,21,64,29,"1800-105"
"2643",7,2,5,7,2,5,0,0,0,7,0,0,30,30,28,2,24,28,26,1,28,15,13,22,12,80,44,36,11,18,37,14,"1990-033"
"2644",3,0,3,3,0,3,0,0,3,0,0,0,116,116,100,16,73,5,82,10,100,72,28,57,26,214,93,121,29,22,110,53,"1600-248"
"2645",19,17,1,19,15,4,0,19,0,0,0,0,23,22,15,7,7,11,14,1,15,7,8,12,8,49,25,24,8,8,24,9,"1800-129"
"2646",1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,6,2,4,0,1,4,1,"1500-210"
"2647",7,0,7,5,0,7,0,0,0,7,0,0,82,82,64,18,58,64,50,10,64,32,32,51,29,173,94,79,27,24,92,30,"1990-083"
"2648",21,0,18,19,0,21,0,0,15,6,0,0,552,549,489,60,437,488,411,51,490,262,228,385,214,1455,613,842,204,187,758,306,"1600-648"
"2649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-078"
"2650",7,0,7,7,0,7,0,0,5,2,0,0,131,131,119,12,102,114,92,18,119,64,55,80,54,311,148,163,51,53,172,35,"1600-577"
"2651",12,0,12,9,0,12,0,0,0,12,0,0,411,411,347,64,294,346,283,44,347,197,150,252,145,848,407,441,138,107,473,130,"1600-608"
"2652",3,0,3,3,0,3,0,3,0,0,0,0,123,123,106,17,96,2,81,14,106,81,25,54,16,202,88,114,15,12,107,68,"1800-328"
"2653",16,13,2,16,15,1,15,0,0,0,1,11,29,28,13,15,3,1,2,11,13,8,5,8,5,85,26,59,3,4,21,57,"1750-025"
"2654",32,32,0,32,32,0,0,0,0,32,0,1,32,32,29,3,21,23,27,1,29,19,10,20,7,67,30,37,8,2,33,24,"1750-342"
"2655",21,16,4,21,16,5,0,0,0,21,0,2,62,61,54,7,39,5,15,38,54,35,19,44,17,154,76,78,18,8,80,48,"1750-111"
"2656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1750-025"
"2657",33,33,0,33,32,1,0,6,27,0,0,5,35,35,28,7,11,7,25,2,28,23,5,18,4,55,24,31,5,2,19,29,"1750-123"
"2658",9,0,9,9,0,9,0,0,9,0,0,7,109,109,102,7,10,4,3,91,102,49,53,85,55,302,148,154,81,43,146,32,"1750-123"
"2659",9,0,9,8,0,9,0,1,8,0,0,8,103,103,93,10,8,2,6,78,93,53,40,66,38,253,119,134,59,35,107,52,"1750-123"
"2660",2,0,2,2,0,2,0,2,0,0,0,0,146,146,128,18,31,5,33,91,128,73,55,101,53,340,158,182,66,34,154,86,"1750-025"
"2661",21,17,4,21,21,0,20,1,0,0,0,16,42,42,22,20,6,1,3,19,22,13,9,13,7,52,21,31,13,3,23,13,"1750-025"
"2662",40,16,24,39,19,21,0,29,11,0,0,28,164,164,124,40,7,23,32,85,124,80,44,84,42,298,138,160,43,40,153,62,"1750-123"
"2663",2,2,0,2,2,0,2,0,0,0,0,0,2,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,"1749-077"
"2664",6,2,4,6,0,6,0,0,0,6,0,0,34,34,23,11,11,23,18,3,23,14,9,20,9,61,36,25,13,5,34,9,"1600-516"
"2665",6,0,6,6,0,6,0,0,6,0,0,4,72,72,60,12,32,33,50,6,60,36,24,41,20,142,64,78,15,17,83,27,"1700-046"
"2666",5,0,5,5,0,5,0,1,4,0,0,5,64,64,58,6,8,3,50,5,58,32,26,45,20,153,74,79,24,13,86,30,"1700-046"
"2667",39,38,1,39,39,0,32,0,7,0,0,38,44,44,23,21,3,0,8,12,23,15,8,13,6,48,23,25,2,5,22,19,"1600-587"
"2668",11,0,11,10,0,11,0,6,5,0,0,5,162,162,137,25,30,94,112,9,137,80,57,107,43,354,169,185,40,42,177,95,"1700-046"
"2669",19,0,19,17,0,19,0,19,0,0,0,10,308,308,259,49,46,7,180,66,259,192,67,157,64,537,229,308,64,44,251,178,"1800-412"
"2670",4,0,4,3,0,4,0,0,0,4,0,1,101,101,86,15,77,86,61,13,86,51,35,57,36,203,104,99,43,18,122,20,"1990-427"
"2671",13,0,13,12,0,13,0,0,6,7,0,1,179,179,157,22,125,157,134,19,157,83,74,119,80,406,205,201,79,55,222,50,"1990-134"
"2672",9,5,4,7,5,4,1,7,1,0,0,7,27,27,22,5,2,4,3,18,22,15,7,20,8,55,25,30,10,5,25,15,"1750-032"
"2673",4,0,4,2,0,4,0,2,2,0,0,0,280,280,204,76,135,176,133,43,204,159,45,103,44,385,164,221,46,27,190,122,"1750-032"
"2674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1700-474"
"2675",7,0,7,7,0,7,0,7,0,0,0,7,257,257,232,25,49,3,91,127,232,123,109,181,89,621,320,301,71,86,339,125,"1950-239"
"2676",2,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,204,145,59,13,3,142,46,"1700-250"
"2677",5,0,5,5,0,5,0,0,5,0,0,0,158,158,130,28,109,127,101,17,130,65,65,97,61,333,159,174,62,45,183,43,"1600-646"
"2678",7,0,7,5,0,7,0,0,6,1,0,2,148,148,130,18,93,128,108,13,130,73,57,100,62,336,158,178,50,56,195,35,"1750-200"
"2679",35,14,21,33,14,21,0,20,14,1,0,12,299,299,222,77,67,7,158,52,222,147,75,138,61,481,233,248,62,46,271,102,"1600-038"
"2680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1750-025"
"2681",3,0,3,3,0,3,0,0,0,3,0,0,97,97,81,16,75,81,63,13,81,35,46,66,49,235,109,126,65,23,134,13,"1990-427"
"2682",5,0,5,4,0,5,0,0,0,5,0,0,50,50,46,4,39,46,35,6,46,23,23,40,21,136,69,67,26,21,61,28,"1990-134"
"2683",8,0,8,8,0,8,0,0,8,0,0,8,250,250,234,16,186,4,8,215,234,130,104,180,104,641,291,350,99,99,339,104,"1700-474"
"2684",24,0,24,24,0,24,0,0,0,24,0,22,256,256,195,61,59,4,2,184,195,66,129,190,128,685,331,354,174,136,313,62,"1800-412"
"2685",10,0,10,10,0,10,0,0,0,10,0,0,180,180,146,34,73,143,109,27,146,74,72,105,76,373,190,183,87,40,215,31,"1990-390"
"2686",19,0,19,16,0,19,0,19,0,0,0,18,214,214,166,48,2,0,67,85,166,115,51,99,44,371,151,220,47,42,183,99,"1750-161"
