"Date.Time","Zip.Code","Active.Energy..kWh."
"2023-09-26T16:00:00+01:00",1200,25863.0466743059
"2022-12-15T02:00:00+00:00",1500,18486.8697477481
"2023-07-16T03:00:00+01:00",1300,8917.61347616807
"2023-04-21T12:00:00+01:00",1495,11260.6224381288
"2023-01-22T14:00:00+00:00",1150,11650.6422276467
"2023-05-31T21:00:00+01:00",1250,17533.0200252065
"2022-12-25T11:00:00+00:00",1150,10042.7733076302
"2023-06-04T08:00:00+01:00",1200,12916.2184403493
"2023-04-05T06:00:00+01:00",1250,9291.05183202273
"2023-01-22T10:00:00+00:00",1350,9210.60569665523
"2023-03-20T19:00:00+00:00",1200,23228.1006528826
"2023-05-31T20:00:00+01:00",1495,10227.8395908779
"2023-05-01T16:00:00+01:00",1350,8844.68965671607
"2023-02-03T07:00:00+00:00",1400,7298.19543097555
"2023-08-13T07:00:00+01:00",1350,6304.26494981347
"2023-08-24T05:00:00+01:00",1250,11963.9839015287
"2023-08-01T10:00:00+01:00",1495,11277.6798371347
"2023-09-07T11:00:00+01:00",1170,7213.78683224595
"2023-06-30T02:00:00+01:00",1350,6974.43713620087
"2023-09-04T09:00:00+01:00",1495,9529.76067842764
"2022-11-09T14:00:00+00:00",1250,20486.5780383503
"2022-12-30T17:00:00+00:00",1350,9829.75385634774
"2023-06-03T01:00:00+01:00",1495,6686.32588050557
"2022-12-06T09:00:00+00:00",1400,10599.7776429101
"2023-05-16T16:00:00+01:00",1350,11117.1543108022
"2023-02-13T19:00:00+00:00",1500,50745.4151356491
"2023-04-09T10:00:00+01:00",1300,10474.765643347
"2023-04-17T20:00:00+01:00",1150,12289.7452502707
"2023-05-06T13:00:00+01:00",1300,14014.1042036329
"2023-08-17T04:00:00+01:00",1495,5667.79080416821
"2022-11-12T15:00:00+00:00",1250,14887.4692164275
"2022-11-12T06:00:00+00:00",1500,20955.5417698483
"2023-05-16T06:00:00+01:00",1400,4837.57743375459
"2023-04-04T08:00:00+01:00",1500,31055.0979041285
"2022-12-02T20:00:00+00:00",1300,15515.0275010751
"2023-02-19T07:00:00+00:00",1250,11200.1416810826
"2023-06-30T22:00:00+01:00",1300,14231.297655126
"2023-01-01T10:00:00+00:00",1200,16070.9099134089
"2023-02-12T16:00:00+00:00",1150,12044.8161658919
"2023-09-15T11:00:00+01:00",1500,44674.359012538
"2022-11-09T15:00:00+00:00",1170,7298.75431320825
"2023-08-14T15:00:00+01:00",1200,25376.6301357616
"2023-07-16T05:00:00+01:00",1495,5576.43490932519
"2023-03-04T17:00:00+00:00",1200,22499.1391140704
"2023-05-13T12:00:00+01:00",1495,9444.73058180777
"2023-01-22T23:00:00+00:00",1250,13913.5327398307
"2023-03-18T11:00:00+00:00",1150,11691.2817808178
"2022-12-23T02:00:00+00:00",1400,5700.65601614248
"2022-11-17T12:00:00+00:00",1350,11578.4954521868
"2023-07-29T05:00:00+01:00",1495,5787.91957082973
"2023-05-21T19:00:00+01:00",1400,6834.7328354998
"2023-01-29T10:00:00+00:00",1350,10564.1631665977
"2023-02-20T13:00:00+00:00",1500,44625.8278415355
"2023-01-14T14:00:00+00:00",1400,8847.54893443827
"2023-03-24T18:00:00+00:00",1170,7769.35268844072
"2023-03-01T21:00:00+00:00",1300,16901.3128540349
"2022-12-23T22:00:00+00:00",1350,8658.59989476874
"2023-03-02T22:00:00+00:00",1150,13873.4006913048
"2022-12-21T02:00:00+00:00",1200,12887.7182695184
"2022-11-21T22:00:00+00:00",1300,11804.1382272126
"2022-12-18T02:00:00+00:00",1495,6661.57499043872
"2023-08-11T22:00:00+01:00",1150,12528.5148746095
"2023-08-26T14:00:00+01:00",1300,14132.4082418216
"2023-08-29T14:00:00+01:00",1400,9581.4601936749
"2023-01-26T16:00:00+00:00",1500,41885.8604353153
"2022-11-23T03:00:00+00:00",1495,5642.53069839055
"2023-06-13T22:00:00+01:00",1500,31734.2091374127
"2022-11-10T09:00:00+00:00",1300,14481.041448077
"2023-08-16T19:00:00+01:00",1350,10369.0492661896
"2023-04-25T15:00:00+01:00",1500,33329.1200993629
"2022-11-18T11:00:00+00:00",1150,13703.740871932
"2023-09-25T18:00:00+01:00",1200,24989.8378064208
"2023-01-06T23:00:00+00:00",1150,11021.9840271636
"2022-12-05T04:00:00+00:00",1200,12396.388734154
"2022-11-11T00:00:00+00:00",1500,23119.1258070948
"2023-02-26T01:00:00+00:00",1300,10202.3559614619
"2023-05-16T14:00:00+01:00",1250,22811.7942684271
"2023-09-18T11:00:00+01:00",1150,13983.6960061793
"2022-12-09T05:00:00+00:00",1350,6307.75845564733
"2023-08-21T15:00:00+01:00",1170,7710.82976314583
"2022-11-28T10:00:00+00:00",1500,38061.7464192869
"2023-07-13T03:00:00+01:00",1500,18086.3646023691
"2022-12-27T01:00:00+00:00",1495,6857.51698128982
"2023-09-27T12:00:00+01:00",1170,7697.13070899294
"2023-06-15T13:00:00+01:00",1500,40570.4415567624
"2023-03-21T02:00:00+00:00",1495,5744.6080338752
"2023-05-10T04:00:00+01:00",1150,6594.34767098077
"2023-06-26T22:00:00+01:00",1495,10310.4983250858
"2023-09-21T12:00:00+01:00",1495,11562.0324312707
"2022-12-20T10:00:00+00:00",1250,21371.297146762
"2023-05-06T16:00:00+01:00",1300,13282.9689651237
"2023-07-09T07:00:00+01:00",1495,5896.34622241586
"2023-09-21T06:00:00+01:00",1400,5286.49734479724
"2022-12-21T13:00:00+00:00",1250,20898.2293547328
"2023-03-16T18:00:00+00:00",1300,15583.6076279573
"2023-07-01T18:00:00+01:00",1495,9148.65351504683
"2023-06-11T04:00:00+01:00",1300,8129.63643736013
"2023-08-12T10:00:00+01:00",1400,7246.8199171719
"2023-08-24T06:00:00+01:00",1500,20058.1009285584
"2023-02-12T15:00:00+00:00",1200,21435.6983352895
"2022-11-03T13:00:00+00:00",1200,24912.8260954881
"2023-08-26T07:00:00+01:00",1250,11969.4935449685
"2023-09-28T22:00:00+01:00",1150,12332.7422621561
"2022-12-29T11:00:00+00:00",1350,10914.6771467314
"2023-08-17T00:00:00+01:00",1400,6786.72729782444
"2023-01-07T07:00:00+00:00",1500,26884.6980191625
"2023-06-11T02:00:00+01:00",1300,8865.47073301663
"2023-09-03T02:00:00+01:00",1350,6487.85245137692
"2022-12-29T06:00:00+00:00",1350,6501.15253100569
"2023-03-21T06:00:00+00:00",1170,4884.26514591019
"2023-05-30T13:00:00+01:00",1200,24389.0923479372
"2022-12-20T19:00:00+00:00",1170,10318.6720797059
"2022-12-06T22:00:00+00:00",1170,9537.8779718375
"2023-05-25T06:00:00+01:00",1200,11817.7690851863
"2023-07-13T16:00:00+01:00",1300,18143.7077630897
"2023-07-15T02:00:00+01:00",1500,21691.3817299953
"2023-01-08T08:00:00+00:00",1170,5943.13282660182
"2023-02-22T00:00:00+00:00",1350,7492.81831274763
"2022-12-07T23:00:00+00:00",1400,8657.41044341147
"2023-02-06T22:00:00+00:00",1495,11635.6134177479
"2023-01-07T08:00:00+00:00",1150,9923.27921004172
"2022-12-25T21:00:00+00:00",1150,9908.05882332003
"2023-02-22T08:00:00+00:00",1200,22923.8551723439
"2023-08-24T21:00:00+01:00",1150,13388.1162695415
"2022-11-22T16:00:00+00:00",1500,38022.8784394699
"2023-06-15T06:00:00+01:00",1250,10661.1591531654
"2023-05-27T23:00:00+01:00",1170,6473.93085015926
"2023-07-23T06:00:00+01:00",1495,5652.88770798492
"2023-01-27T10:00:00+00:00",1500,42683.3181183298
"2022-12-29T06:00:00+00:00",1250,11674.7057553988
"2023-05-12T14:00:00+01:00",1495,10425.1479464683
"2022-11-14T16:00:00+00:00",1200,23196.7756471654
"2023-08-29T20:00:00+01:00",1170,7582.95164320519
"2023-02-02T05:00:00+00:00",1350,7464.74302718977
"2023-04-13T15:00:00+01:00",1150,12854.9132478372
"2023-09-07T01:00:00+01:00",1150,8765.16828364688
"2023-08-17T21:00:00+01:00",1150,12337.0614609422
"2023-08-16T08:00:00+01:00",1350,7413.93500973652
"2023-04-08T12:00:00+01:00",1150,10517.5910874367
"2023-02-03T09:00:00+00:00",1350,11061.9937767002
"2023-07-21T23:00:00+01:00",1200,20093.8795360683
"2023-03-30T08:00:00+01:00",1495,8910.13648145849
"2023-03-02T11:00:00+00:00",1350,13634.5835597369
"2023-09-16T20:00:00+01:00",1170,7301.79949894404
"2023-02-23T19:00:00+00:00",1250,20718.7959866448
"2023-08-03T10:00:00+01:00",1300,14751.0819099227
"2023-05-07T17:00:00+01:00",1300,12873.6070426739
"2023-05-06T16:00:00+01:00",1500,32647.5312894899
"2023-02-16T12:00:00+00:00",1400,11333.1976004625
"2023-03-27T02:00:00+01:00",1400,5580.2019968805
"2023-07-18T17:00:00+01:00",1200,27521.398249512
"2023-03-14T07:00:00+00:00",1200,17770.9297613622
"2023-09-20T01:00:00+01:00",1300,9709.62158605526
"2023-07-20T01:00:00+01:00",1300,10568.8245895651
"2023-06-29T01:00:00+01:00",1300,11218.7305290865
"2022-12-29T03:00:00+00:00",1350,5862.37218830613
"2022-12-02T18:00:00+00:00",1400,10389.4717650942
"2023-05-04T12:00:00+01:00",1170,7276.88275711821
"2023-06-05T02:00:00+01:00",1170,4390.55253520432
"2023-04-21T22:00:00+01:00",1500,33157.4540367367
"2023-09-19T07:00:00+01:00",1250,12609.1367980027
"2023-05-11T03:00:00+01:00",1150,6867.99171390433
"2023-04-09T12:00:00+01:00",1200,17885.4736623144
"2023-01-03T14:00:00+00:00",1200,26203.7687768341
"2023-01-16T01:00:00+00:00",1170,5813.81712724174
"2023-03-30T20:00:00+01:00",1500,37123.7785528487
"2022-11-02T17:00:00+00:00",1495,10587.4416161417
"2023-07-01T23:00:00+01:00",1300,12707.8182532785
"2023-01-21T09:00:00+00:00",1400,8104.62816338007
"2022-11-19T13:00:00+00:00",1350,8851.06474347403
"2023-06-14T06:00:00+01:00",1150,6922.08507642162
"2023-03-05T20:00:00+00:00",1170,11491.3466466191
"2023-07-03T10:00:00+01:00",1350,11472.2346762825
"2023-04-08T08:00:00+01:00",1150,7569.38526358331
"2023-01-01T01:00:00+00:00",1170,5881.06038058259
"2023-05-08T05:00:00+01:00",1170,3793.56523016958
"2023-06-24T17:00:00+01:00",1150,13788.3965442811
"2023-06-22T20:00:00+01:00",1400,8819.4210676369
"2023-08-16T22:00:00+01:00",1400,7893.9292827908
"2023-01-26T01:00:00+00:00",1495,7647.35505501258
"2023-03-30T08:00:00+01:00",1400,6787.10332673984
"2023-03-31T01:00:00+01:00",1400,5880.76855858161
"2023-08-07T23:00:00+01:00",1150,12319.8057103745
"2023-07-26T03:00:00+01:00",1170,4468.59122769031
"2023-04-12T00:00:00+01:00",1200,15704.826669547
"2023-09-02T23:00:00+01:00",1150,10195.0225505094
"2023-08-16T00:00:00+01:00",1200,17789.2515908155
"2023-06-05T11:00:00+01:00",1500,37732.5450556005
"2023-09-29T10:00:00+01:00",1400,9510.23537277602
"2023-04-12T16:00:00+01:00",1495,10185.3301600817
"2023-03-27T00:00:00+01:00",1150,9487.24958233413
"2023-01-30T03:00:00+00:00",1495,6589.67858588197
"2023-05-20T08:00:00+01:00",1495,6678.58041876619
"2023-03-20T15:00:00+00:00",1495,10626.7242505922
"2023-09-30T05:00:00+01:00",1495,5815.54005965724
"2023-03-07T05:00:00+00:00",1300,8915.42342901797
"2023-01-04T14:00:00+00:00",1400,10894.1391807459
"2022-11-23T06:00:00+00:00",1150,7860.91375696844
"2023-06-15T02:00:00+01:00",1500,20693.1490538157
"2023-03-14T16:00:00+00:00",1500,36955.5661575485
"2023-02-27T01:00:00+00:00",1150,8555.64891922674
"2023-04-29T04:00:00+01:00",1150,6814.56126394953
"2023-06-24T11:00:00+01:00",1495,9978.32629024781
"2023-09-29T18:00:00+01:00",1350,12755.6796498001
"2023-09-06T20:00:00+01:00",1300,15479.4590824918
"2022-12-13T09:00:00+00:00",1150,13650.2446138179
"2023-06-18T13:00:00+01:00",1500,33730.9508673851
"2023-09-04T08:00:00+01:00",1200,16923.7910471942
"2023-06-10T11:00:00+01:00",1170,6726.13435919417
"2023-08-05T02:00:00+01:00",1250,11787.1437931045
"2022-11-28T00:00:00+00:00",1250,10756.3137091412
"2023-09-06T06:00:00+01:00",1495,5720.21087300993
"2023-08-04T07:00:00+01:00",1170,4545.7985040227
"2023-09-09T22:00:00+01:00",1170,7386.61798156844
"2023-03-10T22:00:00+00:00",1500,32716.186428904
"2023-07-11T00:00:00+01:00",1400,7027.27450334285
"2023-05-01T09:00:00+01:00",1250,14029.4523561072
"2022-11-17T06:00:00+00:00",1200,13803.7165977079
"2022-11-14T14:00:00+00:00",1350,10795.555401993
"2022-12-09T11:00:00+00:00",1200,26694.8052493562
"2023-03-16T01:00:00+00:00",1495,6416.76407776874
"2023-04-25T01:00:00+01:00",1300,9230.50765893968
"2023-05-08T03:00:00+01:00",1400,4949.85305411885
"2023-02-07T03:00:00+00:00",1150,8353.23263665348
"2023-08-02T05:00:00+01:00",1170,4369.69500359847
"2023-09-19T19:00:00+01:00",1350,10552.6158350525
"2023-07-21T18:00:00+01:00",1150,13321.9309449699
"2022-11-23T08:00:00+00:00",1170,7425.3297246576
"2023-01-09T07:00:00+00:00",1170,6628.32503074334
"2023-08-02T05:00:00+01:00",1300,9455.04024014249
"2023-02-06T22:00:00+00:00",1250,16497.8756444033
"2023-02-20T14:00:00+00:00",1350,11508.1147813209
"2023-04-14T05:00:00+01:00",1495,5303.41732492447
"2022-12-30T10:00:00+00:00",1170,8335.55897483594
"2023-07-08T17:00:00+01:00",1300,14168.9894867345
"2023-01-10T20:00:00+00:00",1150,13801.4852807558
"2023-09-28T02:00:00+01:00",1400,5792.59531833797
"2023-03-22T18:00:00+00:00",1200,22850.0904491173
"2023-01-11T00:00:00+00:00",1200,15248.9567694767
"2023-06-26T23:00:00+01:00",1150,11696.9685167654
"2023-08-27T19:00:00+01:00",1400,7064.23615141865
"2023-01-28T20:00:00+00:00",1500,41841.1798136151
"2023-06-07T16:00:00+01:00",1250,24884.3097299591
"2023-02-27T00:00:00+00:00",1400,7659.28269727506
"2023-06-01T13:00:00+01:00",1500,37908.5612043055
"2023-07-01T00:00:00+01:00",1170,6334.9256594088
"2023-07-05T19:00:00+01:00",1200,26344.3266447536
"2023-09-05T02:00:00+01:00",1200,13232.35006078
"2023-08-26T00:00:00+01:00",1150,10505.6198415019
"2023-09-01T13:00:00+01:00",1500,43260.1387051861
"2022-12-20T15:00:00+00:00",1500,43185.9426258321
"2023-07-30T15:00:00+01:00",1170,6852.30582482784
"2022-11-09T06:00:00+00:00",1400,5624.03537576901
"2022-11-14T15:00:00+00:00",1500,36913.9973894701
"2023-07-27T15:00:00+01:00",1150,14541.4418326498
"2023-07-20T12:00:00+01:00",1170,7727.55575510157
"2023-02-06T18:00:00+00:00",1150,15012.480346298
"2023-05-18T06:00:00+01:00",1150,6731.38213392831
"2023-07-21T02:00:00+01:00",1495,6419.18300589575
"2023-04-03T03:00:00+01:00",1350,5392.28057725834
"2023-06-07T21:00:00+01:00",1150,11862.4268432303
"2023-05-08T21:00:00+01:00",1150,11812.236511167
"2023-09-28T00:00:00+01:00",1250,14453.4734964921
"2022-11-21T04:00:00+00:00",1170,4080.19852657693
"2023-07-25T02:00:00+01:00",1170,4919.11775715972
"2023-07-26T11:00:00+01:00",1300,16110.6466365387
