X,Y,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
-85965.2520922301,-100545.795199925,35255,11062100801,11,1106,110621,110621008,008,01,00801,11062100801,1,17,170,11,0,11,7,0,11,0,5,4,2,0,2,395,395,335,60,214,108,243,76,335,193,142,244,122,815,368,447,124,73,428,190,1333.30103997588,57640.7914143812
-91982.9060977637,-100458.371699833,35256,11061101404,11,1106,110611,110611014,014,04,01404,11061101404,1,17,170,27,0,27,23,0,27,0,27,0,0,0,2,216,216,184,32,4,2,157,8,184,133,51,120,31,385,181,204,30,22,166,167,787.20257147487,29772.5237918803
-88026.0922142188,-105682.021749842,35257,11066101404,11,1106,110661,110661014,014,04,01404,11066101404,1,17,170,14,1,13,7,1,13,14,0,0,0,0,14,58,58,33,25,1,0,12,17,33,27,6,13,8,59,27,32,4,9,37,9,191.795244320226,2086.90881716688
-87992.3282237122,-105667.259950007,35258,11066101405,11,1106,110661,110661014,014,05,01405,11066101405,1,17,170,19,3,16,13,3,16,19,0,0,0,0,19,62,62,39,23,2,1,15,22,39,28,11,15,5,81,44,37,4,8,45,24,189.023693923189,2021.57428485898
-93772.958326169,-105717.727949755,35259,11065801402,11,1106,110658,110658014,014,02,01402,11065801402,1,17,170,5,0,5,3,0,5,0,5,0,0,0,0,108,108,89,19,57,75,60,14,89,57,32,65,32,221,100,121,41,27,83,70,552.28976538687,13477.3186274193
-87957.1231624103,-105664.164550024,35260,11066101406,11,1106,110661,110661014,014,06,01406,11066101406,1,17,170,10,0,10,7,0,10,9,0,1,0,0,7,53,53,26,27,1,0,7,16,26,21,5,7,2,41,23,18,2,1,26,12,196.868921743722,2293.86537016092
-87921.5897773784,-105661.171699998,35261,11066101407,11,1106,110661,110661014,014,07,01407,11066101407,1,17,170,6,0,6,4,0,6,6,0,0,0,0,6,28,28,20,8,0,0,8,11,20,15,5,11,4,47,27,20,2,6,29,10,182.71025265932,1928.60568711713
-87890.8429176775,-105659.873249963,35262,11066101408,11,1106,110661,110661014,014,08,01408,11066101408,1,17,170,5,0,5,3,0,5,4,1,0,0,0,3,24,24,13,11,0,0,0,13,13,9,4,6,3,28,13,15,5,3,14,6,167.562879428484,1568.38121679365
-87546.5465871499,-104621.369299802,35263,11065600904,11,1106,110656,110656009,009,04,00904,11065600904,1,17,170,27,2,25,21,0,27,23,1,2,1,0,3,173,173,116,57,5,0,27,80,116,88,28,49,21,248,143,105,17,27,170,34,1086.20115889805,38996.5438938138
-86944.5830486524,-104474.627199226,35264,11065603301,11,1106,110656,110656033,033,01,03301,11065603301,1,17,170,10,0,9,7,0,10,4,4,1,1,0,9,88,88,61,27,6,5,28,32,61,47,14,32,13,117,53,64,14,9,60,34,314.68191156317,5499.8896309659
-85612.3275866146,-104518.901649918,35265,11066302601,11,1106,110663,110663026,026,01,02601,11066302601,1,17,170,14,9,5,14,10,4,13,0,1,0,0,4,40,40,27,13,3,5,13,10,27,19,8,14,5,57,25,32,3,11,30,13,543.929085704933,15623.74511347
-87466.3674353976,-105864.180650013,35275,11066501712,11,1106,110665,110665017,017,12,01712,11066501712,1,17,170,2,1,1,1,0,2,2,0,0,0,0,1,5,5,4,1,2,0,3,1,4,4,0,3,0,7,3,4,0,0,4,3,237.556083949731,3151.78543676306
-89220.1793294077,-105865.403100009,35276,11066000803,11,1106,110660,110660008,008,03,00803,11066000803,1,17,170,27,3,24,22,2,25,4,22,0,0,1,12,113,113,72,41,2,0,17,51,72,55,17,36,15,137,61,76,16,7,88,26,356.036718047991,5703.57996126099
-87905.9035418594,-105844.008850578,35277,11066101204,11,1106,110661,110661012,012,04,01204,11066101204,1,17,170,5,2,2,3,0,5,4,1,0,0,0,1,12,11,4,7,0,0,1,2,5,3,2,2,1,13,7,6,0,2,8,3,338.740952121415,5417.08143742185
-92643.98217111,-105924.297900105,35278,11060101106,11,1106,110601,110601011,011,06,01106,11060101106,1,17,170,39,33,6,37,36,3,35,2,2,0,0,31,58,58,42,16,13,2,5,36,42,26,16,29,12,103,50,53,10,17,46,30,915.342625199589,34871.7469088008
-87647.4506159038,-105855.203549953,35279,11066501713,11,1106,110665,110665017,017,13,01713,11066501713,1,17,170,7,2,5,6,0,7,4,2,1,0,0,1,28,28,8,20,3,2,3,4,8,7,1,3,1,13,9,4,2,0,10,1,389.327217793722,8944.62980977719
-88262.2281868406,-105835.571800161,35280,11066101507,11,1106,110661,110661015,015,07,01507,11066101507,1,17,170,18,2,16,10,0,18,18,0,0,0,0,4,78,78,43,35,2,0,20,19,43,29,14,21,11,99,48,51,16,10,57,16,254.445696605978,3529.54401383325
-92960.4043368454,-105847.54739953,35281,11060100702,11,1106,110601,110601007,007,02,00702,11060100702,1,17,170,21,21,0,21,20,1,9,9,2,1,0,4,23,23,21,2,5,7,18,3,21,12,9,16,8,51,21,30,6,4,28,13,360.841051524563,4884.12844437257
-88068.3813511901,-105859.19804986,35282,11066101205,11,1106,110661,110661012,012,05,01205,11066101205,1,17,170,10,1,8,6,1,9,8,2,0,0,0,1,50,50,25,25,0,0,4,20,25,19,6,13,5,47,21,26,4,6,21,16,252.310548897702,3912.29441472885
-87151.0674129229,-105850.64955029,35283,11066501010,11,1106,110665,110665010,010,10,01010,11066501010,1,17,170,4,1,3,2,0,4,2,1,1,0,0,3,10,10,5,5,2,0,2,2,5,4,1,1,1,9,4,5,1,2,6,0,252.387050979645,3333.01379325254
-87430.3117126389,-105851.54765,35284,11066501714,11,1106,110665,110665017,017,14,01714,11066501714,1,17,170,4,0,4,3,0,4,4,0,0,0,0,3,13,13,10,3,0,0,3,7,10,7,3,5,2,24,11,13,2,1,15,6,233.287054370682,2906.04104531485
-88564.976447658,-105840.605750338,35285,11066100301,11,1106,110661,110661003,003,01,00301,11066100301,1,17,170,17,0,17,11,0,17,16,0,0,0,1,8,88,88,44,44,0,5,23,19,44,34,10,22,11,84,46,38,8,10,53,13,264.041215230401,3972.59321266545
-92841.8266657477,-100819.365399848,35302,11060801702,11,1106,110608,110608017,017,02,01702,11060801702,1,17,170,55,0,55,52,2,53,3,48,3,0,1,5,497,497,394,103,36,38,174,193,394,317,77,200,64,716,322,394,52,45,413,206,810.575401187514,21662.1723133183
-87336.5398961679,-100703.674799558,35303,11065401102,11,1106,110654,110654011,011,02,01102,11065401102,1,17,170,12,1,10,10,0,12,1,11,0,0,0,0,65,64,50,14,4,0,14,34,51,42,9,23,6,89,28,61,8,4,47,30,324.324878452405,5692.4836363154
-87914.8589465578,-100787.970349678,35304,11065401803,11,1106,110654,110654018,018,03,01803,11065401803,1,17,170,20,1,18,16,1,19,0,19,1,0,0,9,138,137,114,23,10,0,40,63,114,80,34,56,36,258,115,143,36,23,135,64,1244.19089559485,51290.7194212912
-91740.8724382535,-100673.03974963,35305,11061101401,11,1106,110611,110611014,014,01,01401,11061101401,1,17,170,5,0,5,1,0,5,0,0,5,0,0,0,176,176,140,36,80,132,97,28,140,94,46,92,43,310,148,162,51,27,148,84,442.124061510995,10615.9618177485
-85422.2903377287,-100827.999250356,35306,11062101604,11,1106,110621,110621016,016,04,01604,11062101604,1,17,170,6,0,6,6,0,6,0,6,0,0,0,6,86,86,77,9,50,1,27,48,77,39,38,66,32,233,106,127,28,36,99,70,1488.9051178478,90914.98584964
-93505.0945634877,-105610.485099989,35307,11060100505,11,1106,110601,110601005,005,05,00505,11060100505,1,17,170,26,26,0,26,25,1,0,26,0,0,0,17,26,26,21,5,4,3,13,8,21,13,8,12,5,47,20,27,6,4,22,15,388.428270983822,8261.32389159664
-87019.700021532,-105623.259250602,35308,11066501301,11,1106,110665,110665013,013,01,01301,11066501301,1,17,170,7,3,4,7,2,5,1,0,5,1,0,3,22,22,13,9,0,0,4,8,13,11,2,5,0,24,9,15,1,1,16,6,485.872156862717,12971.7448827634
-87393.6124466737,-105590.099600012,35309,11066501608,11,1106,110665,110665016,016,08,01608,11066501608,1,17,170,3,2,1,2,0,3,3,0,0,0,0,3,9,9,2,7,0,0,0,2,2,2,0,1,0,3,2,1,0,0,1,2,232.615066598773,2961.36133858998
-87789.1927993611,-105566.837499775,35310,11066500406,11,1106,110665,110665004,004,06,00406,11066500406,1,17,170,10,0,10,1,1,9,7,0,2,0,1,2,38,38,21,17,1,0,8,11,21,17,4,9,2,39,20,19,3,1,28,7,188.860434340678,2006.31338164981
-93902.1171158774,-105620.742249909,35311,11065801403,11,1106,110658,110658014,014,03,01403,11065801403,1,17,170,10,0,10,5,0,10,0,10,0,0,0,0,249,249,195,54,151,166,140,36,195,133,62,118,51,436,189,247,51,48,197,140,580.753369959581,14895.7015791003
-93614.8775204303,-105608.362249787,35312,11060100506,11,1106,110601,110601005,005,06,00506,11060100506,1,17,170,21,21,0,21,21,0,0,21,0,0,0,9,21,21,21,0,10,6,20,1,21,9,12,20,9,57,29,28,8,5,30,14,576.911906644153,13402.1323821659
-87358.4658897369,-105579.034799982,35313,11066501609,11,1106,110665,110665016,016,09,01609,11066501609,1,17,170,6,0,6,1,0,6,6,0,0,0,0,2,26,26,16,10,2,0,9,6,16,11,5,8,6,35,19,16,7,3,21,4,229.710294938823,2823.93866628229
-86566.701084021,-105568.237499725,35314,11066500106,11,1106,110665,110665001,001,06,00106,11066500106,1,17,170,14,2,12,7,2,12,13,0,1,0,0,7,55,55,35,20,1,1,4,28,35,30,5,13,6,58,24,34,5,5,30,18,263.288394386944,3416.28112600316
-94465.7477236447,-107194.619999982,35315,11065801226,11,1106,110658,110658012,012,26,01226,11065801226,1,17,170,1,1,0,1,1,0,0,1,0,0,0,1,2,2,2,0,0,0,0,1,2,1,1,1,1,5,1,4,2,0,2,1,270.003974899819,3931.60949237973
-94332.8131815025,-107183.373799971,35316,11065801227,11,1106,110658,110658012,012,27,01227,11065801227,1,17,170,7,7,0,7,7,0,0,3,4,0,0,1,7,7,6,1,2,5,6,0,6,3,3,4,2,19,7,12,4,2,8,5,242.303080049014,2655.08004297398
-93929.5320867984,-107188.490899305,35317,11065800904,11,1106,110658,110658009,009,04,00904,11065800904,1,17,170,9,8,0,9,7,2,0,9,0,0,0,0,10,9,6,3,3,6,5,1,6,4,2,5,2,46,11,35,1,5,8,32,773.814381251648,26787.5971590463
-91981.4548338416,-107233.288649941,35318,11065800818,11,1106,110658,110658008,008,18,00818,11065800818,1,17,170,6,1,5,5,1,5,6,0,0,0,0,4,24,24,9,15,3,0,4,5,9,7,2,3,2,16,8,8,3,0,11,2,1121.80666717469,47151.1476846854
-94355.7513635355,-107167.018649983,35319,11065801228,11,1106,110658,110658012,012,28,01228,11065801228,1,17,170,8,8,0,8,8,0,0,8,0,0,0,1,8,8,8,0,1,5,8,0,8,6,2,5,2,17,8,9,3,1,5,8,239.310724859046,2561.71132371555
-94500.7615868453,-107169.100549258,35320,11065801003,11,1106,110658,110658010,010,03,01003,11065801003,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.6466917401,3943.67234267057
-94846.498830641,-107238.369050018,35321,11065801004,11,1106,110658,110658010,010,04,01004,11065801004,1,17,170,13,6,7,13,6,7,3,4,1,5,0,2,57,57,35,22,28,25,28,5,35,14,21,27,19,108,44,64,30,13,54,11,908.090096954527,32983.9777609572
-94377.9286162889,-107149.873449986,35322,11065801229,11,1106,110658,110658012,012,29,01229,11065801229,1,17,170,8,8,0,8,8,0,0,8,0,0,0,0,8,8,7,1,2,4,5,0,7,7,0,4,0,11,4,7,0,0,4,7,239.460464897567,2578.04865572985
-94520.4898459188,-107136.722849981,35323,11065801005,11,1106,110658,110658010,010,05,01005,11065801005,1,17,170,8,8,0,8,8,0,0,8,0,0,0,2,8,8,5,3,0,3,4,0,5,1,4,4,3,18,9,9,1,5,11,1,248.179640317971,2943.74289009598
-94402.4205564728,-107127.507699981,35324,11065801230,11,1106,110658,110658012,012,30,01230,11065801230,1,17,170,1,1,0,1,1,0,0,1,0,0,0,1,2,2,2,0,0,2,2,0,2,0,2,3,2,8,3,5,3,0,3,2,260.009669317355,3480.47445653011
-94540.940215468,-107112.305599987,35325,11065801006,11,1106,110658,110658010,010,06,01006,11065801006,1,17,170,8,8,0,8,7,1,0,5,1,2,0,2,8,8,5,3,1,3,5,0,5,1,4,6,4,18,8,10,7,0,10,1,248.859817981867,2958.5248052015
-94428.9947957998,-107100.743399982,35326,11065801007,11,1106,110658,110658010,010,07,01007,11065801007,1,17,170,2,2,0,2,2,0,0,2,0,0,0,2,4,4,4,0,0,1,1,3,4,4,0,1,0,5,2,3,0,0,3,2,259.800963605338,3475.30231402791
-94560.1673914724,-107086.331849987,35327,11065801008,11,1106,110658,110658010,010,08,01008,11065801008,1,17,170,8,8,0,8,6,2,0,8,0,0,0,1,8,8,4,4,1,2,3,0,4,2,2,4,3,16,8,8,3,4,7,2,250.154086945127,3008.33844609671
-94450.794114779,-107076.904649985,35328,11065801009,11,1106,110658,110658010,010,09,01009,11065801009,1,17,170,8,8,0,8,7,1,0,7,0,1,0,1,8,8,6,2,2,4,5,1,6,2,4,6,4,23,12,11,4,6,8,5,238.274450612246,2508.1883471669
-94577.9934839775,-107059.451099986,35329,11065801010,11,1106,110658,110658010,010,10,01010,11065801010,1,17,170,8,8,0,8,5,3,0,8,0,0,0,0,8,8,7,1,2,4,6,0,7,5,2,7,2,19,10,9,2,3,9,5,248.172651570964,2934.1426759581
-92946.1622354592,-105884.826749025,35372,11060100703,11,1106,110601,110601007,007,03,00703,11060100703,1,17,170,14,7,7,14,5,9,1,1,2,10,0,2,40,40,40,0,18,4,8,30,40,20,20,32,16,109,51,58,18,14,53,24,811.104165662463,15847.05095756
-88118.238569782,-105842.612649647,35373,11066101508,11,1106,110661,110661015,015,08,01508,11066101508,1,17,170,8,1,7,5,0,8,7,0,1,0,0,1,26,26,20,6,0,0,6,13,20,19,1,6,1,31,13,18,3,1,13,14,212.721436072741,2763.98416709706
-86672.3290512056,-105819.43525044,35374,11066500801,11,1106,110665,110665008,008,01,00801,11066500801,1,17,170,16,1,15,10,2,14,16,0,0,0,0,15,50,50,42,8,2,0,5,34,42,30,12,19,9,79,41,38,9,9,48,13,181.073194971872,1836.8784389847
-90685.5537954907,-105880.08969995,35375,11060201001,11,1106,110602,110602010,010,01,01001,11060201001,1,17,170,59,39,20,59,54,5,28,30,0,0,1,6,157,157,112,45,10,1,38,70,112,86,26,58,22,214,107,107,22,19,120,53,440.138185721576,10565.8291703381
-87463.2148513752,-105610.869899993,35376,11066501606,11,1106,110665,110665016,016,06,01606,11066501606,1,17,170,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.84553110703,2806.10179467504
-93249.5421493257,-105661.189349882,35377,11060100503,11,1106,110601,110601005,005,03,00503,11060100503,1,17,170,47,47,0,47,47,0,1,42,1,2,1,6,47,47,37,10,5,7,30,5,37,17,20,33,16,99,48,51,15,7,62,15,560.766704776565,10614.1551266709
-92822.1976698494,-105607.686750695,35378,11060100717,11,1106,110601,110601007,007,17,00717,11060100717,1,17,170,12,4,8,12,3,9,0,6,6,0,0,8,64,64,58,6,2,5,34,21,58,36,22,36,16,145,69,76,19,15,73,38,540.475709656938,10783.5535450588
-87829.9426515276,-105611.213799974,35379,11066500405,11,1106,110665,110665004,004,05,00405,11066500405,1,17,170,4,0,4,2,0,4,4,0,0,0,0,2,24,24,14,10,5,1,2,11,14,9,5,10,4,30,18,12,2,3,20,5,314.549248837944,4812.37136882842
-89956.160534893,-105663.226850415,35380,11066001204,11,1106,110660,110660012,012,04,01204,11066001204,1,17,170,54,23,31,52,26,28,34,15,2,3,0,38,319,319,239,79,42,27,111,112,240,177,63,135,55,507,227,280,53,57,276,121,823.959739160646,37673.1979209933
-87922.6313794627,-105601.810500031,35381,11066101412,11,1106,110661,110661014,014,12,01412,11066101412,1,17,170,5,0,5,2,0,5,5,0,0,0,0,3,26,26,11,15,0,0,3,7,11,8,3,2,1,20,13,7,0,3,11,6,205.217351151856,2349.89622464832
-87147.4007873516,-105613.872050896,35382,11066501407,11,1106,110665,110665014,014,07,01407,11066501407,1,17,170,4,0,3,2,2,2,1,3,0,0,0,1,19,19,11,8,0,0,1,10,11,10,1,3,1,17,8,9,1,0,9,7,306.14312112227,4209.34416660231
-86908.2720729756,-106513.430150564,35383,11066501013,11,1106,110665,110665010,010,13,01013,11066501013,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103.2579995913,1674112.7606032
-93199.2576924731,-105647.778949887,35384,11060100718,11,1106,110601,110601007,007,18,00718,11060100718,1,17,170,31,30,1,31,30,1,0,27,1,3,0,10,33,33,31,2,6,7,26,3,31,18,13,20,12,74,35,39,10,6,48,10,441.384840041027,7505.22293913288
-93166.4514708912,-105607.889150185,35385,11060100719,11,1106,110601,110601007,007,19,00719,11060100719,1,17,170,6,6,0,6,6,0,0,6,0,0,0,1,6,6,5,1,0,0,4,0,5,3,2,4,2,14,8,6,2,3,9,0,301.559808577026,5295.99709665646
-87428.8707575533,-105600.301749999,35386,11066501607,11,1106,110665,110665016,016,07,01607,11066501607,1,17,170,4,1,3,4,0,4,4,0,0,0,0,1,25,25,16,9,0,1,0,16,16,10,6,5,3,48,42,6,3,2,42,1,228.501778094295,2812.52847042288
-86415.0791621602,-105593.573649919,35387,11066500605,11,1106,110665,110665006,006,05,00605,11066500605,1,17,170,49,19,30,36,20,29,44,4,0,1,0,3,148,148,87,61,2,0,14,67,87,76,11,36,9,146,72,74,11,11,93,31,414.125583826213,6022.447398287
-87894.5969166244,-105596.691599926,35388,11066101413,11,1106,110661,110661014,014,13,01413,11066101413,1,17,170,3,2,1,2,1,2,2,0,1,0,0,2,4,4,4,0,1,1,2,1,4,4,0,1,0,5,2,3,0,0,3,2,190.608136592097,1540.13987728305
-89752.2530135314,-105645.74905006,35389,11066001203,11,1106,110660,110660012,012,03,01203,11066001203,1,17,170,16,3,13,15,0,16,3,10,2,1,0,2,87,87,57,30,3,5,14,37,57,43,14,37,13,123,48,75,14,6,64,39,320.835982374147,5475.08816766541
-93303.2745933253,-105667.886299509,35390,11060100502,11,1106,110601,110601005,005,02,00502,11060100502,1,17,170,37,37,0,37,37,0,0,25,6,4,2,5,37,37,28,9,4,8,25,1,28,17,11,21,8,71,34,37,11,5,37,18,499.379699996589,10115.6035518503
-87960.6835720692,-105608.154500035,35391,11066101411,11,1106,110661,110661014,014,11,01411,11066101411,1,17,170,5,1,4,4,0,5,5,0,0,0,0,5,16,16,6,10,0,0,3,3,6,5,1,4,1,12,4,8,0,1,2,9,198.169962636596,2364.15450869144
-87757.7169675097,-105623.564849871,35392,11066500404,11,1106,110665,110665004,004,04,00404,11066500404,1,17,170,21,5,16,12,1,20,18,2,1,0,0,10,82,82,45,37,3,1,15,26,45,32,13,26,12,95,39,56,7,14,44,30,425.113881468225,10536.0421432022
-89160.5281211543,-105689.254749576,35393,11066000302,11,1106,110660,110660003,003,02,00302,11066000302,1,17,170,51,14,37,46,11,40,39,5,0,0,7,33,239,239,175,64,28,56,79,75,175,116,59,99,52,400,174,226,53,54,197,96,789.613218339738,29822.8489782923
-87224.8306732894,-105632.398600248,35394,11066501408,11,1106,110665,110665014,014,08,01408,11066501408,1,17,170,8,1,7,5,1,7,8,0,0,0,0,1,36,36,18,18,0,0,3,13,18,11,7,8,2,41,22,19,4,2,26,9,362.298509672921,2671.92182276179
-86346.6207766693,-105600.850100726,35395,11066500606,11,1106,110665,110665006,006,06,00606,11066500606,1,17,170,44,15,29,33,12,32,43,1,0,0,0,0,125,125,75,50,1,0,18,52,75,66,9,23,6,112,58,54,7,3,75,27,262.251074929885,3029.00448036061
-87867.3254058202,-105607.69509975,35396,11066101414,11,1106,110661,110661014,014,14,01414,11066101414,1,17,170,3,1,2,3,0,3,1,2,0,0,0,0,12,12,4,8,1,2,3,1,4,4,0,2,0,6,4,2,0,0,5,1,208.575407367584,2143.52887402251
-86725.1041676103,-105636.234099947,35397,11066500104,11,1106,110665,110665001,001,04,00104,11066500104,1,17,170,15,1,14,6,1,14,15,0,0,0,0,11,71,71,41,30,5,1,4,36,41,38,3,18,5,65,31,34,2,5,34,24,463.752469019976,8582.44134193663
-86679.7300605562,-105598.070449045,35398,11066500105,11,1106,110665,110665001,001,05,00105,11066500105,1,17,170,1,0,1,0,1,0,1,0,0,0,0,1,2,2,2,0,0,0,0,2,2,1,1,1,0,4,1,3,0,0,3,1,275.858266892679,3774.81690388191
-93413.8715223309,-105617.37149969,35399,11060100504,11,1106,110601,110601005,005,04,00504,11060100504,1,17,170,26,26,0,26,26,0,0,24,1,0,1,2,26,26,21,5,3,3,19,0,21,15,6,15,6,44,20,24,4,5,24,11,368.95586554099,6625.10759555972
-88851.8402089113,-104455.089900052,35400,11066601503,11,1106,110666,110666015,015,03,01503,11066601503,1,17,170,10,3,7,8,2,8,2,5,2,1,0,7,50,50,30,20,7,11,11,17,30,26,4,13,2,50,24,26,4,1,30,15,366.043731544951,7359.18880384615
-87389.761386478,-104479.058499276,35401,11065600303,11,1106,110656,110656003,003,03,00303,11065600303,1,17,170,30,5,25,24,4,26,18,11,0,1,0,13,178,178,142,36,8,0,33,102,142,105,37,73,30,304,133,171,32,21,170,81,589.349956784782,12736.9661439944
-86496.9458516953,-104534.510048953,35402,11066701406,11,1106,110667,110667014,014,06,01406,11066701406,1,17,170,11,5,6,10,5,6,0,9,1,1,0,6,42,42,33,9,3,4,17,15,33,21,12,15,8,76,43,33,10,4,45,17,1160.89971248705,62844.5630225111
-87981.6861044952,-105559.42794991,35411,11066101603,11,1106,110661,110661016,016,03,01603,11066101603,1,17,170,8,1,7,3,0,8,8,0,0,0,0,4,26,26,16,10,0,0,5,9,16,12,4,9,4,37,14,23,4,3,17,13,237.52326131345,3300.58507913608
-86956.7943731502,-105564.757700699,35412,11066501302,11,1106,110665,110665013,013,02,01302,11066501302,1,17,170,14,4,10,9,3,11,0,0,10,4,0,9,41,41,26,15,1,1,2,22,26,24,2,9,3,38,18,20,1,2,20,15,223.333088054331,2563.5605847092
-87708.8954292167,-105606.572799292,35413,11066500407,11,1106,110665,110665004,004,07,00407,11066500407,1,17,170,13,2,10,7,0,13,13,0,0,0,0,6,53,52,35,17,1,0,11,17,36,25,11,17,7,73,36,37,9,3,47,14,395.875619779141,4109.96364483039
-86913.241901035,-105575.581849522,35414,11066500703,11,1106,110665,110665007,007,03,00703,11066500703,1,17,170,22,13,9,15,14,8,1,1,16,3,1,7,47,47,33,14,4,0,4,28,33,28,5,15,3,60,33,27,2,2,42,14,296.69451298936,3984.35975626817
-90635.9049160609,-105720.648850338,35415,11060201004,11,1106,110602,110602010,010,04,01004,11060201004,1,17,170,10,0,10,9,0,10,0,0,10,0,0,4,247,247,221,26,143,50,2,208,221,141,80,145,72,519,246,273,84,59,258,118,847.308611776607,22800.6446658981
-87188.2841312714,-105554.425350098,35416,11066501201,11,1106,110665,110665012,012,01,01201,11066501201,1,17,170,9,1,8,4,1,8,6,2,0,0,1,2,42,42,34,8,2,0,5,28,34,32,2,10,3,47,21,26,1,2,33,11,161.915468837775,1397.9332336013
-93997.5726839009,-105647.241900825,35417,11065801404,11,1106,110658,110658014,014,04,01404,11065801404,1,17,170,10,0,10,9,0,10,0,10,0,0,0,0,200,200,149,51,85,136,101,30,149,106,43,84,42,317,157,160,55,30,149,83,792.260334593047,22613.1083276556
-88063.7946121552,-105566.977749886,35418,11066101604,11,1106,110661,110661016,016,04,01604,11066101604,1,17,170,18,0,18,14,0,18,18,0,0,0,0,13,74,74,33,41,0,1,14,18,33,27,6,14,5,60,32,28,4,3,44,9,206.555845028996,2427.42781266493
-90215.2515967312,-105715.588850509,35419,11066001102,11,1106,110660,110660011,011,02,01102,11066001102,1,17,170,61,33,28,57,34,27,38,23,0,0,0,59,317,317,242,75,27,5,89,139,242,184,58,114,57,468,208,260,50,41,245,132,1157.10412885704,27514.8018607561
-87699.3456336369,-105581.316049989,35420,11066500408,11,1106,110665,110665004,004,08,00408,11066500408,1,17,170,21,4,16,9,0,21,20,0,0,0,1,9,92,91,50,41,2,1,15,31,51,35,16,27,16,116,64,52,13,13,73,17,354.475090042294,3798.40558597326
-87676.4702278477,-105562.932500356,35421,11066500409,11,1106,110665,110665004,004,09,00409,11066500409,1,17,170,12,1,11,6,0,12,11,1,0,0,0,8,50,50,32,18,2,1,13,17,32,25,7,15,3,63,38,25,3,2,48,10,284.636958014794,3476.42858945903
-88033.8318210706,-105548.610750008,35422,11066101605,11,1106,110661,110661016,016,05,01605,11066101605,1,17,170,18,2,16,14,1,17,16,1,0,1,0,16,69,69,38,31,0,0,7,30,38,29,9,18,7,81,42,39,10,6,47,18,187.553330487041,1821.24144963095
-87283.0003184483,-105566.227199709,35423,11066501611,11,1106,110665,110665016,016,11,01611,11066501611,1,17,170,2,1,1,2,0,2,2,0,0,0,0,2,5,5,1,4,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,277.76358839769,4298.67544462394
-87166.9193054761,-105563.502549909,35424,11066501202,11,1106,110665,110665012,012,02,01202,11066501202,1,17,170,9,3,6,7,3,6,6,3,0,0,0,5,32,32,15,17,1,0,2,9,15,12,3,4,1,25,13,12,2,0,15,8,291.909700639517,2448.56175578058
-88348.8016028961,-105650.731150488,35425,11066101305,11,1106,110661,110661013,013,05,01305,11066101305,1,17,170,38,13,24,25,10,28,36,1,0,1,0,4,131,130,80,50,9,11,21,51,80,62,18,35,15,151,73,78,14,8,87,42,1154.27973009789,67477.2716495197
-86291.7240496674,-105579.420399836,35426,11066500607,11,1106,110665,110665006,006,07,00607,11066500607,1,17,170,8,2,6,4,1,7,8,0,0,0,0,1,25,25,11,14,2,0,0,11,11,11,0,0,0,11,4,7,0,0,9,2,359.635795354452,3025.33807954456
